"OBJECTID","AREA","PERIMETER","POLY_ID","ECO_ID","Shape_Length","Shape_Area"
3820,0.248094,3.817193,607003,607,3.817193,0.248094
3821,0.011018,0.706283,923049,923,0.706283,0.011018
3822,0.150724,2.965096,244057,244,2.965096,0.150724
3823,0.009388,0.667132,923041,923,0.667132,0.009388
3824,3.399423,12.734454,299004,299,12.734454,3.399423
3825,0.002864,0.226096,923058,923,0.226096,0.002864
3826,0.411349,4.415225,304002,304,4.415225,0.411349
3827,0.062257,1.399758,276051,276,1.399758,0.062257
3828,0.038518,1.021604,917022,917,1.021604,0.038518
3829,0.010058,0.472259,933024,933,0.472259,0.010058
3830,0.250236,4.632195,252019,252,4.632195,0.250236
3831,0.077090,1.260066,933022,933,1.260066,0.077090
3832,0.105565,2.397341,339009,339,2.397341,0.105565
3833,0.064506,1.450536,938011,938,1.450536,0.064506
3834,0.567175,5.693565,9607003,9607,5.693565,0.567175
3835,0.122826,1.986332,9607002,9607,1.986332,0.122826
3836,0.383622,3.366656,581001,581,3.366656,0.383622
3837,0.045083,1.881448,923039,923,1.881448,0.045083
3838,0.152648,4.460517,920062,920,4.460517,0.152648
3839,0.111529,1.413168,13005,13,1.413168,0.111529
3840,0.030444,1.457775,342001,342,1.457775,0.030444
3841,0.027865,1.503505,335011,335,1.503505,0.027865
3842,0.045219,1.230128,276052,276,1.230128,0.045219
3843,0.028940,0.945180,13018,13,0.945180,0.028940
3844,0.016194,0.663091,279013,279,0.663091,0.016194
3845,0.336435,5.672871,938012,938,5.672871,0.336435
3846,0.037096,2.151221,579004,579,2.151221,0.037096
3847,0.073858,4.553082,605001,605,4.553082,0.073858
3848,0.131063,2.245892,343005,343,2.245892,0.131063
3849,0.004423,0.264817,343004,343,0.264817,0.004423
3850,0.029463,0.957543,586014,586,0.957543,0.029463
3851,0.011893,1.482754,276053,276,1.482754,0.011893
3852,0.471647,7.896798,342002,342,7.896798,0.471647
3853,0.010780,0.681292,343002,343,0.681292,0.010780
3854,0.011792,0.575987,923061,923,0.575987,0.011792
3855,0.122056,4.366891,606001,606,4.366891,0.122056
3856,0.096279,2.330660,299006,299,2.330660,0.096279
3857,0.138212,3.215035,917023,917,3.215035,0.138212
3858,0.049957,1.193529,336011,336,1.193529,0.049957
3859,0.109836,2.103577,922037,922,2.103577,0.109836
3860,0.010563,0.474876,13025,13,0.474876,0.010563
3861,0.155879,3.307490,13016,13,3.307490,0.155879
3862,0.031037,1.116331,252018,252,1.116331,0.031037
3863,0.024098,0.928867,923050,923,0.928867,0.024098
3864,0.276911,4.826516,340004,340,4.826516,0.276911
3865,0.050631,4.650662,923033,923,4.650662,0.050631
3866,0.168363,2.637827,343011,343,2.637827,0.168363
3867,0.026288,0.678857,917024,917,0.678857,0.026288
3868,0.094540,1.728244,343003,343,1.728244,0.094540
3869,0.287535,5.318678,938013,938,5.318678,0.287535
3870,0.400088,6.717050,606002,606,6.717050,0.400088
3871,0.050109,3.858253,586010,586,3.858253,0.050109
3872,0.022366,1.476389,923034,923,1.476389,0.022366
3873,0.201064,9.663708,935005,935,9.663708,0.201064
3874,0.101448,2.636051,341002,341,2.636051,0.101448
3875,0.428580,4.247897,282001,282,4.247897,0.428580
3876,0.060702,1.890956,579005,579,1.890956,0.060702
3877,0.043909,1.299290,343010,343,1.299290,0.043909
3878,0.106906,2.841259,917025,917,2.841259,0.106906
3879,0.012968,0.495912,923031,923,0.495912,0.012968
3880,0.088688,1.985295,586012,586,1.985295,0.088688
3881,0.022711,0.816847,342003,342,0.816847,0.022711
3882,0.088441,2.525373,252023,252,2.525373,0.088441
3883,0.113530,2.663773,299005,299,2.663773,0.113530
3884,0.107277,3.913460,920065,920,3.913460,0.107277
3885,0.044836,1.102499,922026,922,1.102499,0.044836
3886,0.078238,2.158699,922030,922,2.158699,0.078238
3887,0.016359,0.607630,343006,343,0.607630,0.016359
3888,0.280903,3.243594,282002,282,3.243594,0.280903
3889,0.015069,0.644083,923046,923,0.644083,0.015069
3890,0.165534,3.201486,13029,13,3.201486,0.165534
3891,0.007356,0.850302,282003,282,0.850302,0.007356
3892,0.081688,2.808732,297005,297,2.808732,0.081688
3893,0.008687,0.892341,922035,922,0.892341,0.008687
3894,0.092811,1.322181,317001,317,1.322181,0.092811
3895,0.018915,0.903961,13021,13,0.903961,0.018915
3896,0.007227,0.590294,922042,922,0.590294,0.007227
3897,0.077764,1.419442,586009,586,1.419442,0.077764
3898,0.018701,0.708292,13026,13,0.708292,0.018701
3899,0.020227,0.836834,13027,13,0.836834,0.020227
3900,0.022788,2.053028,923066,923,2.053028,0.022788
3901,0.020148,0.699864,13020,13,0.699864,0.020148
3902,0.059273,3.360310,920060,920,3.360310,0.059273
3903,0.259600,3.747129,282004,282,3.747129,0.259600
3904,0.208863,3.645757,581004,581,3.645757,0.208863
3905,0.034278,1.341054,586015,586,1.341054,0.034278
3906,0.075702,1.510831,933026,933,1.510831,0.075702
3907,0.310924,4.659452,339011,339,4.659452,0.310924
3908,0.013010,0.746313,922039,922,0.746313,0.013010
3909,0.096713,2.594097,340005,340,2.594097,0.096713
3910,0.017274,0.971362,920067,920,0.971362,0.017274
3911,0.015182,0.590145,343009,343,0.590145,0.015182
3912,0.183963,4.230373,341003,341,4.230373,0.183963
3913,0.974162,9.367094,1024001,1024,9.367094,0.974162
3914,0.034197,3.203403,343007,343,3.203403,0.034197
3915,0.527188,16.281296,934033,934,16.281296,0.527188
3916,0.127293,2.181553,252029,252,2.181553,0.127293
3917,0.059873,1.601874,252017,252,1.601874,0.059873
3918,0.027166,1.060700,336012,336,1.060700,0.027166
3919,0.025816,1.604901,252027,252,1.604901,0.025816
3920,0.039504,1.020447,920063,920,1.020447,0.039504
3921,0.005099,0.285766,279014,279,0.285766,0.005099
3922,0.042232,1.573375,922038,922,1.573375,0.042232
3923,0.010888,0.459665,252021,252,0.459665,0.010888
3924,0.035161,2.210911,13022,13,2.210911,0.035161
3925,0.040175,1.323344,343008,343,1.323344,0.040175
3926,0.033748,1.204525,586008,586,1.204525,0.033748
3927,0.024318,1.315684,341004,341,1.315684,0.024318
3928,0.040109,1.272205,920059,920,1.272205,0.040109
3929,0.016586,0.609936,922027,922,0.609936,0.016586
3930,0.048238,2.603787,923032,923,2.603787,0.048238
3931,0.122443,4.474877,923063,923,4.474877,0.122443
3932,0.007399,0.663068,923069,923,0.663068,0.007399
3933,0.037853,1.816809,923067,923,1.816809,0.037853
3934,0.122430,4.130436,343012,343,4.130436,0.122430
3935,0.107224,2.542403,341005,341,2.542403,0.107224
3936,0.017640,0.571600,922036,922,0.571600,0.017640
3937,0.009893,0.446142,923040,923,0.446142,0.009893
3938,0.005403,0.362369,934013,934,0.362369,0.005403
3939,0.022637,0.685015,344001,344,0.685015,0.022637
3940,0.044713,1.379573,923029,923,1.379573,0.044713
3941,0.058508,1.797072,13023,13,1.797072,0.058508
3942,0.062732,4.088955,601001,601,4.088955,0.062732
3943,0.129024,2.393064,933025,933,2.393064,0.129024
3944,0.045219,1.189758,606003,606,1.189758,0.045219
3945,0.014593,0.875384,933023,933,0.875384,0.014593
3946,0.167899,5.306429,283001,283,5.306429,0.167899
3947,0.019243,1.661199,252022,252,1.661199,0.019243
3948,0.039487,1.864026,935006,935,1.864026,0.039487
3949,0.005105,0.404520,934012,934,0.404520,0.005105
3950,0.271028,6.103600,582002,582,6.103600,0.271028
3951,0.918378,9.496440,281005,281,9.496440,0.918378
3952,0.045621,3.033260,605002,605,3.033260,0.045621
3953,0.034200,1.291334,601002,601,1.291334,0.034200
3954,0.095519,1.931963,281006,281,1.931963,0.095519
3955,0.028584,2.003834,244069,244,2.003834,0.028584
3956,0.044209,1.216270,920073,920,1.216270,0.044209
3957,0.150062,3.475673,586016,586,3.475673,0.150062
3958,0.066980,2.025554,923047,923,2.025554,0.066980
3959,0.171590,3.899773,632001,632,3.899773,0.171590
3960,0.045514,1.256911,342004,342,1.256911,0.045514
3961,0.014657,0.509867,606004,606,0.509867,0.014657
3962,0.043535,1.190890,13028,13,1.190890,0.043535
3963,0.111718,3.401156,602001,602,3.401156,0.111718
3964,0.017583,0.744845,13030,13,0.744845,0.017583
3965,0.069101,1.322954,923072,923,1.322954,0.069101
3966,0.390886,4.786252,344002,344,4.786252,0.390886
3967,0.101716,1.586852,581003,581,1.586852,0.101716
3968,0.036328,0.867647,13024,13,0.867647,0.036328
3969,0.113524,2.431632,244070,244,2.431632,0.113524
3970,0.758945,12.113020,605004,605,12.113020,0.758945
3971,0.051569,1.505078,633001,633,1.505078,0.051569
3972,0.010947,0.739989,282005,282,0.739989,0.010947
3973,0.037586,3.118082,345001,345,3.118082,0.037586
3974,0.069436,1.446820,13017,13,1.446820,0.069436
3975,0.390811,8.077598,601003,601,8.077598,0.390811
3976,0.069784,1.737451,343013,343,1.737451,0.069784
3977,0.108914,2.452150,252030,252,2.452150,0.108914
3978,0.082351,2.008704,345002,345,2.008704,0.082351
3979,0.035075,1.335184,341008,341,1.335184,0.035075
3980,0.047445,1.038224,923014,923,1.038224,0.047445
3981,0.007825,0.540474,923042,923,0.540474,0.007825
3982,0.096266,1.869669,586013,586,1.869669,0.096266
3983,0.307685,6.427052,588003,588,6.427052,0.307685
3984,0.022262,1.038682,633002,633,1.038682,0.022262
3985,0.063319,2.482563,923026,923,2.482563,0.063319
3986,0.052685,1.801130,252020,252,1.801130,0.052685
3987,0.124370,5.472869,923051,923,5.472869,0.124370
3988,0.049398,1.189029,339013,339,1.189029,0.049398
3989,0.017901,0.868714,917029,917,0.868714,0.017901
3990,0.059785,3.159483,917026,917,3.159483,0.059785
3991,0.008818,0.510461,917027,917,0.510461,0.008818
3992,0.010530,0.531704,340006,340,0.531704,0.010530
3993,0.189944,5.022282,341006,341,5.022282,0.189944
3994,0.043492,1.180328,586011,586,1.180328,0.043492
3995,0.068121,2.184365,300001,300,2.184365,0.068121
3996,0.154174,3.441171,343015,343,3.441171,0.154174
3997,0.017168,0.912791,342005,342,0.912791,0.017168
3998,0.011964,0.544419,923030,923,0.544419,0.011964
3999,0.603785,5.491385,317002,317,5.491385,0.603785
4000,0.317206,3.026685,252028,252,3.026685,0.317206
4001,0.025555,1.027413,341010,341,1.027413,0.025555
4002,1.616400,11.928846,344003,344,11.928846,1.616400
4003,0.055085,6.191871,607001,607,6.191871,0.055085
4004,0.021475,2.333053,343014,343,2.333053,0.021475
4005,0.072432,2.187178,9607006,9607,2.187178,0.072432
4006,0.136964,2.839446,579006,579,2.839446,0.136964
4007,0.123695,3.814032,920075,920,3.814032,0.123695
4008,0.044594,1.349139,923035,923,1.349139,0.044594
4009,0.009141,0.477495,923075,923,0.477495,0.009141
4010,0.036360,1.578162,933029,933,1.578162,0.036360
4011,0.037494,1.945684,920069,920,1.945684,0.037494
4012,0.315627,4.430014,9607005,9607,4.430014,0.315627
4013,0.008824,0.508867,934014,934,0.508867,0.008824
4014,0.035552,1.217306,923045,923,1.217306,0.035552
4015,0.014381,0.470587,343016,343,0.470587,0.014381
4016,0.134151,1.598134,1021004,1021,1.598134,0.134151
4017,0.010096,0.554985,341007,341,0.554985,0.010096
4018,0.015551,0.976091,934015,934,0.976091,0.015551
4019,0.102914,3.986138,917032,917,3.986138,0.102914
4020,0.037810,1.402574,923052,923,1.402574,0.037810
4021,0.061143,2.576823,923064,923,2.576823,0.061143
4022,0.080315,2.173017,340007,340,2.173017,0.080315
4023,0.018298,0.790400,920064,920,0.790400,0.018298
4024,0.089515,1.854742,582004,582,1.854742,0.089515
4025,0.016323,0.602369,252024,252,0.602369,0.016323
4026,0.044104,1.683446,9607004,9607,1.683446,0.044104
4027,0.044627,1.299565,339012,339,1.299565,0.044627
4028,0.005351,0.321637,920074,920,0.321637,0.005351
4029,0.034440,1.089275,632002,632,1.089275,0.034440
4030,0.051401,1.204200,923027,923,1.204200,0.051401
4031,0.021846,0.962988,935008,935,0.962988,0.021846
4032,0.258305,4.652522,283003,283,4.652522,0.258305
4033,0.057640,1.984767,923024,923,1.984767,0.057640
4034,0.168693,2.860140,607004,607,2.860140,0.168693
4035,0.304423,3.314467,283002,283,3.314467,0.304423
4036,0.029399,0.878916,923015,923,0.878916,0.029399
4037,0.031575,1.548546,923025,923,1.548546,0.031575
4038,0.069107,1.302943,917034,917,1.302943,0.069107
4039,0.152914,2.555353,345004,345,2.555353,0.152914
4040,0.009822,0.835223,933027,933,0.835223,0.009822
4041,0.069763,1.969346,305001,305,1.969346,0.069763
4042,0.126759,2.939642,583001,583,2.939642,0.126759
4043,0.030612,0.901063,345003,345,0.901063,0.030612
4044,0.087035,2.834759,605005,605,2.834759,0.087035
4045,0.191228,3.369098,582001,582,3.369098,0.191228
4046,0.040219,2.037842,341009,341,2.037842,0.040219
4047,0.024989,1.559278,920066,920,1.559278,0.024989
4048,0.046745,1.178036,933030,933,1.178036,0.046745
4049,0.010989,0.479763,923023,923,0.479763,0.010989
4050,0.077608,2.754515,935007,935,2.754515,0.077608
4051,1.056931,7.821308,300002,300,7.821308,1.056931
4052,0.029030,0.815712,923048,923,0.815712,0.029030
4053,0.656966,5.095712,346001,346,5.095712,0.656966
4054,0.160644,3.198586,305002,305,3.198586,0.160644
4055,0.017315,0.740032,923020,923,0.740032,0.017315
4056,0.046333,2.297175,923060,923,2.297175,0.046333
4057,0.039580,0.940766,633005,633,0.940766,0.039580
4058,0.111858,2.610134,920070,920,2.610134,0.111858
4059,0.190068,4.083136,933028,933,4.083136,0.190068
4060,0.022719,0.899985,923062,923,0.899985,0.022719
4061,0.010125,0.593612,920068,920,0.593612,0.010125
4062,1.325864,8.237469,281007,281,8.237469,1.325864
4063,0.147921,1.856936,283005,283,1.856936,0.147921
4064,0.021049,0.560453,606005,606,0.560453,0.021049
4065,0.016201,0.586360,935012,935,0.586360,0.016201
4066,0.038353,1.828703,920076,920,1.828703,0.038353
4067,0.057140,2.658471,920072,920,2.658471,0.057140
4068,0.309446,5.063660,347001,347,5.063660,0.309446
4069,0.029111,1.210460,935009,935,1.210460,0.029111
4070,0.040154,2.540542,923055,923,2.540542,0.040154
4071,0.086722,1.792877,633004,633,1.792877,0.086722
4072,0.114907,2.586966,632003,632,2.586966,0.114907
4073,0.273495,4.267579,283004,283,4.267579,0.273495
4074,0.003396,0.286256,934018,934,0.286256,0.003396
4075,0.003699,0.284382,920077,920,0.284382,0.003699
4076,0.015285,0.795208,917033,917,0.795208,0.015285
4077,0.024886,0.838086,923057,923,0.838086,0.024886
4078,0.190998,2.274884,252025,252,2.274884,0.190998
4079,0.375025,3.497328,252026,252,3.497328,0.375025
4080,0.082060,1.784810,1024002,1024,1.784810,0.082060
4081,0.007740,0.714437,342006,342,0.714437,0.007740
4082,0.012019,0.584747,917028,917,0.584747,0.012019
4083,0.005136,0.487972,917031,917,0.487972,0.005136
4084,0.118372,3.078968,348001,348,3.078968,0.118372
4085,0.041829,1.484206,588001,588,1.484206,0.041829
4086,0.016201,0.584067,588002,588,0.584067,0.016201
4087,0.228196,4.121099,607002,607,4.121099,0.228196
4088,0.005106,0.296877,923081,923,0.296877,0.005106
4089,0.417505,7.341324,300003,300,7.341324,0.417505
4090,0.021077,0.622862,917030,917,0.622862,0.021077
4091,0.006064,0.465777,934020,934,0.465777,0.006064
4092,0.065363,1.812387,920071,920,1.812387,0.065363
4093,0.130163,2.608006,917035,917,2.608006,0.130163
4094,0.013872,0.707537,283007,283,0.707537,0.013872
4095,0.101872,2.489260,583003,583,2.489260,0.101872
4096,0.055681,1.187368,923037,923,1.187368,0.055681
4097,0.126578,3.954177,923077,923,3.954177,0.126578
4098,0.078073,1.149253,189008,189,1.149253,0.078073
4099,0.452645,7.105134,339014,339,7.105134,0.452645
4100,0.057768,1.428374,252032,252,1.428374,0.057768
4101,0.041409,1.078272,343017,343,1.078272,0.041409
4102,0.008853,0.670049,934017,934,0.670049,0.008853
4103,0.009562,0.542152,935014,935,0.542152,0.009562
4104,0.093346,4.123403,923073,923,4.123403,0.093346
4105,0.019741,0.706410,582007,582,0.706410,0.019741
4106,1.935785,10.071492,291001,291,10.071492,1.935785
4107,0.033083,1.530767,1020004,1020,1.530767,0.033083
4108,0.010630,0.454205,341012,341,0.454205,0.010630
4109,0.011642,0.550034,633007,633,0.550034,0.011642
4110,0.060595,2.046802,934016,934,2.046802,0.060595
4111,0.007215,0.435726,935010,935,0.435726,0.007215
4112,0.026585,0.843973,345005,345,0.843973,0.026585
4113,0.004273,0.305667,934019,934,0.305667,0.004273
4114,0.065199,1.371599,923076,923,1.371599,0.065199
4115,0.072988,1.854064,923074,923,1.854064,0.072988
4116,0.247274,2.121349,1021005,1021,2.121349,0.247274
4117,0.087348,1.509254,633003,633,1.509254,0.087348
4118,0.194537,3.441685,347002,347,3.441685,0.194537
4119,0.084219,1.677126,291002,291,1.677126,0.084219
4120,0.048346,1.228457,341011,341,1.228457,0.048346
4121,0.012281,0.816136,633006,633,0.816136,0.012281
4122,0.051222,0.886929,282006,282,0.886929,0.051222
4123,0.089095,4.937326,923065,923,4.937326,0.089095
4124,0.024973,1.134497,935013,935,1.134497,0.024973
4125,0.017255,1.672192,345006,345,1.672192,0.017255
4126,0.293709,3.152420,281008,281,3.152420,0.293709
4127,0.069361,3.978266,920078,920,3.978266,0.069361
4128,0.023855,1.749585,589001,589,1.749585,0.023855
4129,0.017027,0.675016,920085,920,0.675016,0.017027
4130,0.123827,3.315762,923068,923,3.315762,0.123827
4131,0.047684,1.405167,633012,633,1.405167,0.047684
4132,0.226385,10.377975,920079,920,10.377975,0.226385
4133,0.004633,0.363928,920082,920,0.363928,0.004633
4134,0.149930,2.689000,582006,582,2.689000,0.149930
4135,0.044687,1.533977,589002,589,1.533977,0.044687
4136,0.064270,2.557462,601004,601,2.557462,0.064270
4137,0.049612,2.856511,938014,938,2.856511,0.049612
4138,0.033150,1.124417,633008,633,1.124417,0.033150
4139,0.013124,0.576227,346002,346,0.576227,0.013124
4140,0.126141,3.241242,923056,923,3.241242,0.126141
4141,1.152916,7.292930,292001,292,7.292930,1.152916
4142,0.028386,0.730578,920080,920,0.730578,0.028386
4143,0.409976,5.898066,584001,584,5.898066,0.409976
4144,0.228487,7.903497,305003,305,7.903497,0.228487
4145,0.010018,0.703449,938015,938,0.703449,0.010018
4146,0.021438,1.088038,589003,589,1.088038,0.021438
4147,0.027064,1.271545,923082,923,1.271545,0.027064
4148,0.007160,0.638119,348002,348,0.638119,0.007160
4149,0.016497,1.062739,923054,923,1.062739,0.016497
4150,0.112041,7.010293,938016,938,7.010293,0.112041
4151,0.052769,1.527758,935011,935,1.527758,0.052769
4152,0.248398,2.149224,1021006,1021,2.149224,0.248398
4153,0.060601,1.206571,589004,589,1.206571,0.060601
4154,0.048594,0.867536,189007,189,0.867536,0.048594
4155,0.234216,8.238852,583002,583,8.238852,0.234216
4156,0.029680,0.822709,923053,923,0.822709,0.029680
4157,0.203407,3.350000,938017,938,3.350000,0.203407
4158,0.044066,1.301535,348004,348,1.301535,0.044066
4159,0.388103,8.525780,605003,605,8.525780,0.388103
4160,0.131010,3.509411,283006,283,3.509411,0.131010
4161,0.080345,2.283348,935016,935,2.283348,0.080345
4162,0.079154,2.350051,252031,252,2.350051,0.079154
4163,0.016977,1.550674,343018,343,1.550674,0.016977
4164,4.180807,25.106505,1024003,1024,25.106505,4.180807
4165,0.005684,0.339134,923083,923,0.339134,0.005684
4166,0.076048,1.656388,589005,589,1.656388,0.076048
4167,0.018995,0.662520,341013,341,0.662520,0.018995
4168,0.039250,1.169232,343019,343,1.169232,0.039250
4169,0.007401,0.646497,633009,633,0.646497,0.007401
4170,0.013967,0.735332,920083,920,0.735332,0.013967
4171,1.617003,9.822194,1021007,1021,9.822194,1.617003
4172,0.014622,0.845352,633010,633,0.845352,0.014622
4173,0.011388,0.892534,283008,283,0.892534,0.011388
4174,0.043828,0.991866,917036,917,0.991866,0.043828
4175,0.024996,1.354024,923070,923,1.354024,0.024996
4176,0.058493,1.590777,923071,923,1.590777,0.058493
4177,0.136210,2.973762,632004,632,2.973762,0.136210
4178,0.013939,0.521678,347006,347,0.521678,0.013939
4179,0.009123,0.443558,923085,923,0.443558,0.009123
4180,0.110217,2.853495,607005,607,2.853495,0.110217
4181,0.093050,2.694687,345007,345,2.694687,0.093050
4182,0.072225,2.344475,348006,348,2.344475,0.072225
4183,0.042513,0.847759,344004,344,0.847759,0.042513
4184,0.257488,3.014312,283009,283,3.014312,0.257488
4185,0.007864,0.552240,934023,934,0.552240,0.007864
4186,0.032225,1.112564,581007,581,1.112564,0.032225
4187,0.319848,6.303829,588006,588,6.303829,0.319848
4188,0.080128,2.491849,632007,632,2.491849,0.080128
4189,0.010033,0.469778,633014,633,0.469778,0.010033
4190,0.042552,2.834670,935020,935,2.834670,0.042552
4191,0.023684,0.936759,632005,632,0.936759,0.023684
4192,0.038240,1.698141,633013,633,1.698141,0.038240
4193,0.223555,2.357225,346003,346,2.357225,0.223555
4194,0.733249,6.328908,349001,349,6.328908,0.733249
4195,0.030310,1.550021,935017,935,1.550021,0.030310
4196,0.254858,2.519641,608001,608,2.519641,0.254858
4197,0.033128,1.777616,920090,920,1.777616,0.033128
4198,0.040577,2.028604,348005,348,2.028604,0.040577
4199,0.649355,4.475690,306001,306,4.475690,0.649355
4200,0.010739,0.593542,348009,348,0.593542,0.010739
4201,0.056949,2.010319,923079,923,2.010319,0.056949
4202,0.133723,2.901328,608002,608,2.901328,0.133723
4203,0.033516,1.110031,632006,632,1.110031,0.033516
4204,0.078124,3.686040,923087,923,3.686040,0.078124
4205,0.012657,0.733007,583005,583,0.733007,0.012657
4206,0.009541,0.461772,341014,341,0.461772,0.009541
4207,0.105672,1.925507,348007,348,1.925507,0.105672
4208,0.016205,0.722783,341015,341,0.722783,0.016205
4209,0.219577,3.948974,305006,305,3.948974,0.219577
4210,0.052327,1.359057,348003,348,1.359057,0.052327
4211,0.013549,1.479161,343020,343,1.479161,0.013549
4212,0.042464,1.657868,588004,588,1.657868,0.042464
4213,0.090750,2.925990,339015,339,2.925990,0.090750
4214,0.032994,1.437012,583004,583,1.437012,0.032994
4215,0.038496,1.366842,582003,582,1.366842,0.038496
4216,0.155607,3.271681,348012,348,3.271681,0.155607
4217,0.097098,2.681488,633015,633,2.681488,0.097098
4218,0.070441,1.918460,633011,633,1.918460,0.070441
4219,0.011722,0.739536,934022,934,0.739536,0.011722
4220,0.025812,0.864205,923059,923,0.864205,0.025812
4221,0.144680,2.367698,920092,920,2.367698,0.144680
4222,0.191903,8.329034,935027,935,8.329034,0.191903
4223,0.144026,3.557140,347004,347,3.557140,0.144026
4224,0.156302,2.998052,603001,603,2.998052,0.156302
4225,0.117634,5.428189,348010,348,5.428189,0.117634
4226,0.032764,0.762483,189009,189,0.762483,0.032764
4227,0.219983,2.605535,581010,581,2.605535,0.219983
4228,0.005906,0.327675,934021,934,0.327675,0.005906
4229,0.013511,0.587291,582005,582,0.587291,0.013511
4230,0.030640,1.654280,935015,935,1.654280,0.030640
4231,0.043837,3.326070,347003,347,3.326070,0.043837
4232,0.008285,0.790423,920093,920,0.790423,0.008285
4233,0.021377,1.015152,920086,920,1.015152,0.021377
4234,0.218170,4.695773,920089,920,4.695773,0.218170
4235,0.192688,2.172276,581008,581,2.172276,0.192688
4236,0.034219,0.879807,920081,920,0.879807,0.034219
4237,0.003377,0.291696,920094,920,0.291696,0.003377
4238,0.022424,0.639396,923086,923,0.639396,0.022424
4239,0.006817,0.401571,633018,633,0.401571,0.006817
4240,0.038491,2.428712,633017,633,2.428712,0.038491
4241,0.049210,2.836163,583006,583,2.836163,0.049210
4242,0.127284,2.932159,305005,305,2.932159,0.127284
4243,0.007947,0.727167,347007,347,0.727167,0.007947
4244,0.011986,0.615554,633020,633,0.615555,0.011986
4245,0.064685,1.729360,634001,634,1.729360,0.064685
4246,0.337966,6.258506,961008,961,6.258506,0.337966
4247,0.035093,1.629446,961007,961,1.629446,0.035093
4248,0.284497,2.755515,301001,301,2.755515,0.284497
4249,0.169888,2.262750,347009,347,2.262750,0.169888
4250,0.008259,0.521528,633016,633,0.521528,0.008259
4251,0.021362,0.739485,633019,633,0.739485,0.021362
4252,0.017594,0.955772,961002,961,0.955772,0.017594
4253,0.062489,2.371362,607012,607,2.371362,0.062489
4254,0.077749,1.483078,632008,632,1.483078,0.077749
4255,0.029887,0.927664,341016,341,0.927664,0.029887
4256,0.009931,0.845662,935023,935,0.845662,0.009931
4257,0.057513,3.422768,583007,583,3.422768,0.057513
4258,0.010512,0.582616,923091,923,0.582616,0.010512
4259,0.017906,0.978432,961006,961,0.978432,0.017906
4260,0.026666,1.410171,934024,934,1.410171,0.026666
4261,0.012985,1.243130,920084,920,1.243130,0.012985
4262,0.040076,1.160025,348011,348,1.160025,0.040076
4263,0.008215,0.773768,348013,348,0.773768,0.008215
4264,0.124778,2.818408,348014,348,2.818408,0.124778
4265,0.078568,2.432313,923084,923,2.432313,0.078568
4266,0.017591,1.116173,923090,923,1.116173,0.017591
4267,0.003262,0.232597,935018,935,0.232597,0.003262
4268,0.035833,1.916470,938018,938,1.916470,0.035833
4269,0.158501,5.417235,935028,935,5.417235,0.158501
4270,0.003049,0.386154,938019,938,0.386154,0.003049
4271,0.062784,1.738424,581009,581,1.738424,0.062784
4272,0.160458,2.339111,581006,581,2.339111,0.160458
4273,0.030167,2.310289,585004,585,2.310289,0.030167
4274,0.015526,1.666638,347008,347,1.666638,0.015526
4275,0.032293,0.999186,633022,633,0.999186,0.032293
4276,0.232060,11.092841,583008,583,11.092841,0.232060
4277,0.206526,4.286286,305007,305,4.286286,0.206526
4278,0.003518,0.240356,920088,920,0.240356,0.003518
4279,0.080338,1.170093,1024004,1024,1.170093,0.080338
4280,0.080189,3.407978,961013,961,3.407978,0.080189
4281,0.033660,2.340063,581005,581,2.340063,0.033660
4282,0.026817,1.640320,923078,923,1.640320,0.026817
4283,0.025222,0.960090,935022,935,0.960090,0.025222
4284,0.062077,2.081378,588005,588,2.081378,0.062077
4285,0.062064,3.507643,633024,633,3.507643,0.062064
4286,0.056385,1.102500,605006,605,1.102500,0.056385
4287,0.014597,0.808838,933031,933,0.808838,0.014597
4288,0.018339,0.788065,961001,961,0.788065,0.018339
4289,0.086599,6.126686,588007,588,6.126686,0.086599
4290,0.109792,1.703528,634002,634,1.703528,0.109792
4291,0.016641,1.112142,923088,923,1.112142,0.016641
4292,0.012683,1.202870,348008,348,1.202870,0.012683
4293,0.001561,0.154858,934025,934,0.154858,0.001561
4294,0.019000,2.187052,588008,588,2.187052,0.019000
4295,0.406905,3.628650,349002,349,3.628650,0.406905
4296,0.002399,0.184439,935019,935,0.184439,0.002399
4297,0.202590,3.164331,585005,585,3.164331,0.202590
4298,0.013814,0.664507,920087,920,0.664507,0.013814
4299,0.094047,2.158932,588009,588,2.158932,0.094047
4300,0.009450,0.768220,923093,923,0.768220,0.009450
4301,0.146546,4.512013,923089,923,4.512013,0.146546
4302,0.026064,1.754995,923080,923,1.754995,0.026064
4303,0.341844,9.176422,347005,347,9.176422,0.341844
4304,0.107761,4.261583,305004,305,4.261583,0.107761
4305,0.705939,6.779808,317003,317,6.779808,0.705939
4306,0.065825,1.802067,585006,585,1.802067,0.065825
4307,0.195483,2.326646,607006,607,2.326646,0.195483
4308,0.046965,0.930619,961004,961,0.930619,0.046965
4309,0.003795,0.292205,934027,934,0.292205,0.003795
4310,0.008862,0.644382,345009,345,0.644382,0.008862
4311,0.023045,0.592019,935021,935,0.592019,0.023045
4312,0.014416,0.622120,923092,923,0.622120,0.014416
4313,0.060397,1.226162,633021,633,1.226161,0.060397
4314,0.108142,3.718658,963001,963,3.718658,0.108142
4315,0.027981,1.338927,339016,339,1.338927,0.027981
4316,0.010897,0.491922,344005,344,0.491922,0.010897
