"OBJECTID","CMP_ID","CFRAG1","CFRAG2","DEPTH","RESTR_TYPE","AWHC"
9616,63400303,"A","A","5","-","5"
9617,63500101,"B","B","5","-","3"
9618,63500102,"B","B","5","-","5"
9619,63500103,"A","A","5","-","4"
9620,63500104,"A","A","5","-","5"
9621,63500201,"A","A","5","-","5"
9622,63500202,"A","A","5","-","4"
9623,63500203,"A","A","5","-","5"
9624,63500301,"B","B","5","-","4"
9625,63500302,"A","B","5","-","4"
9626,63500401,"A","A","5","-","5"
9627,63500402,"A","A","5","-","5"
9628,63500403,"A","A","5","-","5"
9629,63500404,"C","C","5","-","2"
9630,63700101,"B","B","5","-","4"
9631,63700102,"A","B","5","-","4"
9632,63700201,"C","C","5","-","2"
9633,63700202,"A","A","5","-","5"
9634,63700203,"C","C","5","-","2"
9635,63700204,"A","A","5","-","5"
9636,63700301,"C","C","5","-","2"
9637,63700302,"A","A","5","-","5"
9638,63700303,"A","A","5","-","5"
9639,63700304,"C","C","5","-","2"
9640,63700401,"B","B","5","-","3"
9641,63700402,"B","B","5","-","4"
9642,63700403,"A","A","5","-","5"
9643,63700501,"A","A","5","-","5"
9644,63700502,"A","A","5","-","5"
9645,63700503,"A","A","5","-","5"
9646,63700601,"C","C","5","-","2"
9647,63700602,"C","C","5","-","2"
9648,63700603,"A","A","5","-","5"
9649,63700604,"A","A","5","-","5"
9650,63700801,"C","C","5","-","2"
9651,63700802,"A","A","5","-","5"
9652,63700803,"B","B","5","-","3"
9653,63700804,"A","A","5","-","5"
9654,63700901,"A","A","5","-","3"
9655,63700902,"A","A","5","-","5"
9656,63701601,"A","A","5","-","1"
9657,63701602,"A","A","5","-","3"
9658,63701603,"A","A","5","-","5"
9659,63701801,"A","A","5","-","5"
9660,63701802,"C","C","5","-","2"
9661,63701803,"A","A","5","-","5"
9662,63800101,"B","B","5","-","5"
9663,63800102,"A","A","5","-","5"
9664,63800103,"A","A","5","-","4"
9665,63800201,"A","A","5","-","4"
9666,63800202,"B","B","5","-","4"
9667,63800203,"B","B","5","-","5"
9668,63800204,"B","B","5","-","4"
9669,63800301,"B","B","5","-","3"
9670,63800302,"A","A","5","-","4"
9671,63800303,"A","A","5","-","5"
9672,63800304,"A","A","5","-","5"
9673,63800401,"A","A","5","-","4"
9674,63800402,"A","A","5","-","5"
9675,63800403,"B","B","5","-","5"
9676,63800501,"B","B","5","-","3"
9677,63800502,"A","A","5","-","4"
9678,63800503,"B","B","5","-","4"
9679,63800504,"A","A","5","-","5"
9680,63800601,"A","A","5","-","4"
9681,63800602,"B","B","5","-","4"
9682,63800603,"B","B","5","-","5"
9683,63800701,"A","A","5","-","5"
9684,63800702,"A","A","5","-","5"
9685,63800703,"B","B","5","-","3"
9686,63800704,"C","C","5","-","2"
9687,63800801,"B","B","5","-","3"
9688,63800802,"C","C","5","-","2"
9689,63800803,"A","A","5","-","5"
9690,63800804,"A","A","5","-","5"
9691,63800901,"B","B","5","-","3"
9692,63800902,"A","A","5","-","5"
9693,63800903,"A","A","5","-","5"
9694,63800904,"B","B","5","-","5"
9695,63801001,"B","B","5","-","3"
9696,63801002,"B","B","5","-","4"
9697,63801003,"A","A","5","-","5"
9698,63801101,"A","A","5","-","5"
9699,63801102,"A","A","5","-","5"
9700,63801103,"C","C","5","-","2"
9701,63801104,"B","B","5","-","3"
9702,63900101,"A","A","5","-","5"
9703,63900102,"B","B","5","-","3"
9704,63900103,"A","A","5","-","5"
9705,64100101,"B","B","5","-","3"
9706,64100102,"C","C","5","-","2"
9707,64100103,"A","A","5","-","5"
9708,64100104,"B","B","5","-","4"
9709,64100201,"C","C","5","-","2"
9710,64100202,"B","B","5","-","3"
9711,64100203,"A","A","5","-","5"
9712,64100204,"A","A","5","-","5"
9713,64100601,"A","A","5","-","5"
9714,64100602,"C","C","5","-","2"
9715,64100603,"A","A","5","-","5"
9716,64101001,"C","C","5","-","2"
9717,64101002,"B","B","5","-","3"
9718,64101003,"A","A","5","-","5"
9719,64101004,"A","A","5","-","5"
9720,64400101,"B","B","5","-","3"
9721,64400102,"A","A","5","-","5"
9722,64400103,"A","A","5","-","5"
9723,64400104,"A","A","5","BN","4"
9724,64400201,"A","A","5","-","5"
9725,64400202,"A","A","5","-","5"
9726,64400203,"B","B","5","-","3"
9727,64400204,"A","A","5","-","1"
9728,64400501,"B","B","5","-","3"
9729,64400502,"C","C","5","-","2"
9730,64400503,"A","A","5","-","5"
9731,64400504,"A","A","5","-","5"
9732,64701201,"A","A","5","-","3"
9733,64701202,"A","A","5","-","2"
9734,64701203,"A","A","5","-","5"
9735,64701204,"A","A","5","-","4"
9736,64701205,"A","A","5","-","2"
9737,64701206,"A","A","5","-","5"
9738,64701207,"A","A","5","-","3"
9739,64701208,"A","A","5","-","5"
9740,64701209,"-","-","-","-","-"
9741,65000101,"A","A","5","-","4"
9742,65000102,"A","A","5","-","4"
9743,65000103,"B","B","5","-","3"
9744,65000104,"-","-","5","-","5"
9745,65000105,"-","-","5","-","5"
9746,65000201,"A","A","5","-","4"
9747,65000202,"A","A","5","-","4"
9748,65000203,"-","-","5","-","5"
9749,65000301,"A","A","5","-","4"
9750,65000302,"-","-","5","-","5"
9751,65000303,"A","A","5","-","2"
9752,65000304,"-","-","5","-","5"
9753,65000401,"A","A","5","-","4"
9754,65000402,"-","-","5","-","5"
9755,65000403,"A","A","5","-","4"
9756,65000501,"A","A","5","-","4"
9757,65000502,"A","A","5","-","2"
9758,65000503,"-","-","5","-","5"
9759,65000504,"-","-","5","-","5"
9760,65000601,"A","A","5","-","4"
9761,65000602,"C","C","5","-","1"
9762,65000603,"-","-","5","-","5"
9763,65000701,"-","-","-","-","-"
9764,65000801,"A","A","5","-","4"
9765,65000802,"A","A","5","-","4"
9766,65000803,"-","-","5","-","5"
9767,65200301,"A","A","5","-","4"
9768,65200302,"A","A","5","-","4"
9769,65200303,"A","A","5","-","4"
9770,65200304,"B","B","5","-","2"
9771,65200401,"A","A","5","-","4"
9772,65200402,"B","B","5","-","2"
9773,65200403,"A","B","5","-","2"
9774,65200404,"A","A","5","-","4"
9775,65200405,"A","A","5","-","4"
9776,65200406,"A","A","5","-","4"
9777,65200407,"A","A","5","-","2"
9778,65200408,"A","A","5","-","2"
9779,65200409,"-","-","-","-","-"
9780,65200410,"-","-","-","-","-"
9781,65200411,"-","-","-","-","-"
9782,65200412,"-","-","-","-","-"
9783,65200501,"A","A","5","-","4"
9784,65200502,"B","B","5","-","2"
9785,65200503,"-","-","-","-","-"
9786,65701201,"A","A","5","-","4"
9787,65701202,"A","A","5","-","4"
9788,65701203,"A","A","5","-","5"
9789,65701204,"-","-","-","-","-"
9790,65701301,"A","A","5","-","4"
9791,65701302,"A","A","5","-","3"
9792,65701303,"A","A","5","-","5"
9793,65701304,"A","A","5","-","5"
9794,65701305,"-","-","-","-","-"
9795,65701306,"B","B","5","-","2"
9796,65701307,"A","A","5","-","4"
9797,65701501,"A","A","5","-","5"
9798,65701502,"-","-","-","-","-"
9799,65701503,"-","-","-","-","-"
9800,65701504,"A","A","5","-","4"
9801,65701505,"A","A","5","-","5"
9802,65701506,"A","A","5","-","4"
9803,65701601,"A","A","5","-","4"
9804,65701602,"A","A","5","-","4"
9805,65701603,"A","A","5","-","4"
9806,65701604,"-","-","-","-","-"
9807,65701605,"-","-","-","-","-"
9808,65701606,"A","A","5","-","4"
9809,65701607,"-","-","-","-","-"
9810,65801401,"-","-","-","-","-"
9811,65801402,"A","A","5","-","5"
9812,65801403,"A","A","5","-","4"
9813,65801404,"A","A","5","-","4"
9814,65801405,"A","A","5","-","4"
9815,65801406,"A","A","5","-","5"
9816,65801407,"A","A","5","-","2"
9817,65801408,"A","A","5","-","5"
9818,65801409,"A","A","5","-","5"
9819,65801410,"A","A","5","-","4"
9820,65900901,"A","A","5","-","2"
9821,65900902,"-","-","-","-","-"
9822,65900903,"A","A","5","-","2"
9823,65900904,"A","A","5","-","2"
9824,65900905,"A","A","5","-","4"
9825,65900906,"A","A","5","-","5"
9826,65900907,"A","A","5","-","4"
9827,65900908,"A","A","5","-","4"
9828,65900909,"A","A","5","-","5"
9829,66000501,"A","A","5","-","5"
9830,66000502,"A","A","5","-","4"
9831,66000503,"A","A","5","-","3"
9832,66000504,"A","A","5","-","4"
9833,66000505,"A","A","5","-","2"
9834,66000506,"A","A","5","-","3"
9835,66000507,"A","A","5","-","4"
9836,66000508,"-","-","-","-","-"
9837,66000601,"A","A","5","-","5"
9838,66000602,"A","A","5","-","4"
9839,66000603,"A","A","5","-","3"
9840,66000604,"A","A","5","-","4"
9841,66000605,"A","A","5","-","2"
9842,66000606,"A","A","5","-","4"
9843,66000607,"-","-","-","-","-"
9844,66000608,"-","-","-","-","-"
9845,66000801,"A","A","5","-","4"
9846,66000802,"A","A","5","-","4"
9847,66000803,"-","-","-","-","-"
9848,66000804,"-","-","-","-","-"
9849,66000805,"-","-","-","-","-"
9850,66000806,"B","B","5","-","2"
9851,66000901,"A","A","5","-","4"
9852,66000902,"A","A","5","-","4"
9853,66000903,"-","-","-","-","-"
9854,66000904,"-","-","-","SA","-"
9855,66000905,"-","-","-","SA","-"
9856,66000906,"-","-","-","-","-"
9857,66000907,"A","A","5","-","4"
9858,66000908,"A","A","5","-","4"
9859,66001001,"A","A","5","-","4"
9860,66001002,"-","-","-","-","-"
9861,66001003,"A","A","5","-","4"
9862,66001004,"A","A","5","-","3"
9863,66001005,"A","A","5","-","4"
9864,66001006,"A","A","5","-","4"
9865,66001007,"B","B","5","-","1"
9866,66001008,"A","A","5","-","4"
9867,66100801,"A","A","5","-","4"
9868,66100802,"A","A","5","-","4"
9869,66100803,"A","A","5","-","4"
9870,66100804,"A","A","5","-","4"
9871,66100805,"A","A","5","-","4"
9872,66100806,"A","A","5","-","4"
9873,66100807,"A","A","5","-","5"
9874,66100808,"A","A","5","-","5"
9875,66100809,"-","-","-","-","-"
9876,66101101,"A","A","5","-","4"
9877,66101102,"A","A","5","-","4"
9878,66101103,"-","-","-","-","-"
9879,66101104,"A","A","5","-","4"
9880,66101105,"A","A","5","-","4"
9881,66101106,"A","A","5","-","4"
9882,66101107,"A","A","5","-","4"
9883,66101301,"A","A","5","-","4"
9884,66101302,"A","A","5","-","4"
9885,66101303,"A","A","5","-","4"
9886,66101304,"A","A","5","-","4"
9887,66101501,"A","A","5","-","4"
9888,66101502,"-","-","-","-","-"
9889,66202001,"A","A","5","-","5"
9890,66202002,"A","A","5","-","5"
9891,66202003,"-","-","-","-","-"
9892,66900301,"A","A","5","-","5"
9893,66900302,"A","A","5","-","5"
9894,66900303,"A","A","5","-","5"
9895,66900304,"A","A","5","-","5"
9896,66900305,"A","A","5","-","5"
9897,66900306,"A","A","5","-","5"
9898,66900307,"-","-","-","-","-"
9899,66900308,"A","A","5","-","5"
9900,66900901,"A","A","5","-","5"
9901,66900902,"-","-","-","-","-"
9902,66900903,"A","A","5","-","5"
9903,66900904,"A","A","5","-","5"
9904,66900905,"A","A","5","-","5"
9905,66900906,"A","A","5","-","5"
9906,66900907,"A","A","5","SA","5"
9907,66900908,"A","B","5","-","4"
9908,67200401,"A","A","5","-","2"
9909,67200402,"A","A","5","-","5"
9910,67200403,"A","A","5","-","5"
9911,67200404,"A","A","5","-","5"
9912,67200405,"A","A","5","-","5"
9913,67200406,"A","A","5","-","3"
9914,67200407,"A","A","5","-","5"
9915,67200408,"B","B","5","-","1"
9916,67200501,"A","A","5","-","4"
9917,67200502,"A","A","5","-","4"
9918,67200503,"-","-","-","-","-"
9919,67200504,"A","A","5","-","5"
9920,67200505,"A","A","5","-","4"
9921,67200506,"A","A","5","-","5"
9922,67200601,"A","A","5","-","5"
9923,67200602,"A","A","5","-","5"
9924,67200603,"-","-","-","-","-"
9925,67200604,"A","A","5","-","5"
9926,67200901,"A","A","5","-","5"
9927,67200902,"A","A","5","-","5"
9928,67200903,"A","A","5","-","5"
9929,67200904,"A","A","5","-","5"
9930,67200905,"A","A","5","-","4"
9931,67201001,"A","A","5","-","5"
9932,67201002,"A","A","5","-","2"
9933,67201003,"A","A","5","-","5"
9934,67201004,"-","-","-","-","-"
9935,67201005,"A","A","5","-","4"
9936,67201006,"A","A","5","-","3"
9937,67201007,"-","-","-","-","-"
9938,67201101,"A","A","5","-","3"
9939,67201102,"A","A","5","-","3"
9940,67201103,"A","A","5","-","4"
9941,67201104,"-","-","-","-","-"
9942,67201105,"A","A","5","-","5"
9943,67201106,"A","A","5","-","4"
9944,67201107,"-","-","-","-","-"
9945,67201201,"A","A","5","-","5"
9946,67201202,"A","A","5","-","5"
9947,67201203,"A","A","5","-","5"
9948,67201204,"A","A","5","-","3"
9949,67201205,"A","A","5","-","5"
9950,67201206,"A","A","5","-","3"
9951,67201207,"A","A","5","-","5"
9952,67700201,"A","A","5","-","5"
9953,67700202,"A","A","5","-","5"
9954,67700203,"A","B","5","-","4"
9955,67700204,"B","B","5","LI","4"
9956,67700205,"A","B","5","-","4"
9957,67700206,"A","A","5","-","5"
9958,67700207,"-","-","-","-","-"
9959,67700208,"B","B","5","-","4"
9960,67700209,"A","A","5","-","5"
9961,67700210,"A","B","5","-","3"
9962,67800101,"A","A","5","-","4"
9963,67800102,"A","A","5","-","5"
9964,67800103,"-","-","5","-","5"
9965,67800201,"A","A","5","-","4"
9966,67800202,"A","A","5","-","4"
9967,67800203,"-","-","5","-","5"
9968,67800301,"A","A","5","-","3"
9969,67800302,"A","A","5","-","4"
9970,67800303,"A","A","5","-","2"
9971,67800304,"-","-","5","-","5"
9972,67800401,"A","A","5","-","4"
9973,67800501,"-","-","5","-","5"
9974,67800502,"A","A","5","-","5"
9975,67800503,"A","A","5","-","4"
9976,67800601,"A","A","5","-","4"
9977,67800602,"A","A","5","-","4"
9978,67800603,"-","-","5","-","5"
9979,67800604,"A","A","5","-","3"
9980,67800701,"A","A","5","-","4"
9981,67800702,"-","-","5","-","5"
9982,67800703,"A","A","5","-","5"
9983,67800704,"A","A","5","-","4"
9984,67800801,"-","-","5","-","5"
9985,67800802,"A","A","5","-","4"
9986,67800803,"A","A","5","-","4"
9987,67800901,"A","A","5","-","4"
9988,67800902,"A","A","5","-","4"
9989,67800903,"A","A","5","-","3"
9990,67801001,"A","A","5","-","4"
9991,67801002,"B","B","5","-","3"
9992,67801003,"-","-","5","-","5"
9993,67801101,"B","B","5","-","3"
9994,67801102,"-","-","5","-","5"
9995,67801201,"A","A","5","-","4"
9996,67801202,"-","-","5","-","5"
9997,67801203,"A","A","5","-","4"
9998,67801204,"A","A","5","-","4"
9999,67900101,"A","A","5","-","4"
10000,67900102,"A","A","5","-","4"
10001,67900103,"-","-","5","-","5"
10002,68000101,"B","B","5","-","3"
10003,68000102,"B","B","5","-","3"
10004,68000103,"A","A","5","-","2"
10005,68000104,"-","-","5","-","5"
10006,68000201,"A","A","5","-","4"
10007,68000202,"A","A","5","-","4"
10008,68000203,"A","A","5","-","3"
10009,68000301,"A","A","5","-","2"
10010,68000302,"A","A","5","-","4"
10011,68000303,"-","-","5","-","5"
10012,68000401,"A","A","5","-","4"
10013,68000402,"A","A","5","-","4"
10014,68000403,"A","A","5","-","3"
10015,68000404,"A","A","5","-","4"
10016,68000501,"A","A","5","-","4"
10017,68000502,"A","A","5","-","4"
10018,68000503,"A","A","5","-","4"
10019,68000601,"A","A","5","-","5"
10020,68000602,"A","A","5","-","4"
10021,68000603,"A","A","5","-","5"
10022,68000604,"A","A","5","-","4"
10023,68000605,"A","A","5","-","4"
10024,68000606,"A","A","5","-","4"
10025,68000607,"-","-","-","-","-"
10026,68000608,"A","A","5","-","4"
10027,68000609,"A","A","5","-","2"
10028,68000610,"-","-","-","-","-"
10029,68000701,"A","A","5","-","4"
10030,68000702,"A","A","5","-","4"
10031,68000703,"-","-","-","-","-"
10032,68000704,"A","A","5","-","2"
10033,68000705,"-","-","-","-","-"
10034,68000801,"A","A","5","-","4"
10035,68000802,"A","A","5","-","4"
10036,68000803,"-","-","5","-","5"
10037,68000804,"A","A","5","-","4"
10038,68000805,"A","A","5","-","4"
10039,68000806,"-","-","-","-","-"
10040,68000807,"A","A","5","-","5"
10041,68000808,"A","A","5","-","5"
10042,68000809,"A","A","5","-","4"
10043,68000810,"-","-","-","-","-"
10044,68000811,"A","A","5","-","4"
10045,68000901,"A","A","5","-","4"
10046,68000902,"A","A","5","-","4"
10047,68000903,"A","A","5","-","4"
10048,68000904,"-","-","-","-","-"
10049,68000905,"A","A","5","-","4"
10050,68000906,"-","-","-","-","-"
10051,68000907,"A","A","5","-","4"
10052,68001001,"A","A","5","-","4"
10053,68001002,"C","D","5","-","2"
10054,68001101,"A","A","5","-","4"
10055,68001102,"A","A","5","-","4"
10056,68001103,"A","A","5","-","4"
10057,68001104,"A","A","5","-","4"
10058,68001105,"A","A","5","-","4"
10059,68001106,"-","-","-","-","-"
10060,68001107,"A","A","5","-","4"
10061,68001108,"A","A","5","-","2"
10062,68001201,"A","A","5","-","4"
10063,68001202,"A","A","5","-","4"
10064,68001203,"A","A","5","-","5"
10065,68001204,"A","A","5","-","4"
10066,68001205,"A","A","5","-","4"
10067,68001206,"-","-","-","-","-"
10068,68001207,"-","-","-","-","-"
10069,68001301,"-","-","-","-","-"
10070,68001302,"-","-","-","-","-"
10071,68001303,"-","-","-","-","-"
10072,68001304,"A","A","5","-","2"
10073,68001401,"A","A","5","-","4"
10074,68001402,"A","A","5","-","4"
10075,68001403,"A","A","5","-","4"
10076,68001404,"A","A","5","-","5"
10077,68001405,"-","-","-","-","-"
10078,68001406,"-","-","-","-","-"
10079,68001407,"A","A","5","-","4"
10080,68001408,"-","-","-","-","-"
10081,68001501,"A","A","5","-","4"
10082,68001502,"A","A","5","-","4"
10083,68001503,"-","-","-","-","-"
10084,68001504,"A","A","5","-","4"
10085,68001505,"A","A","5","-","4"
10086,68001506,"-","-","-","-","-"
10087,68100101,"A","A","5","-","3"
10088,68100102,"A","A","5","-","4"
10089,68100103,"A","A","5","-","3"
10090,68100104,"-","-","5","-","5"
10091,68100201,"A","A","5","-","5"
10092,68100202,"A","A","5","-","3"
10093,68100203,"-","-","5","-","5"
10094,68100204,"A","A","5","-","5"
10095,68100301,"A","A","5","-","5"
10096,68100302,"A","A","5","-","4"
10097,68100401,"A","A","5","-","3"
10098,68100402,"A","A","5","-","4"
10099,68100403,"A","A","5","BN","4"
10100,68100404,"A","A","5","-","4"
10101,68100501,"A","A","5","-","4"
10102,68100502,"A","A","5","BN","4"
10103,68100503,"A","A","5","-","4"
10104,68100601,"A","A","5","-","4"
10105,68100602,"A","A","5","-","4"
10106,68100603,"A","A","5","-","3"
10107,68100604,"A","A","5","-","4"
10108,68200201,"A","A","5","-","2"
10109,68200202,"A","A","5","-","3"
10110,68200203,"A","A","5","-","5"
10111,68200204,"A","A","5","-","2"
10112,68200205,"A","A","5","-","2"
10113,68200206,"-","-","-","-","-"
10114,68200207,"A","A","5","-","4"
10115,68200208,"-","-","-","-","-"
10116,68200209,"A","A","5","-","2"
10117,68200210,"A","A","5","-","3"
10118,68200211,"-","-","-","-","-"
10119,68200601,"A","A","5","-","5"
10120,68200602,"A","A","5","-","5"
10121,68200603,"A","A","5","-","4"
10122,68200604,"A","A","5","-","4"
10123,68200605,"A","A","5","-","5"
10124,68200606,"A","A","5","-","3"
10125,68200801,"-","-","-","-","-"
10126,68200802,"A","A","5","-","5"
10127,68200901,"A","A","5","-","5"
10128,68200902,"A","A","5","-","5"
10129,68200903,"A","A","5","-","2"
10130,68200904,"A","A","5","-","4"
10131,68200905,"A","A","5","-","5"
10132,68200906,"A","A","5","-","5"
10133,68200907,"-","-","-","-","-"
10134,68200908,"A","A","5","-","2"
10135,68200909,"A","A","5","-","2"
10136,68201001,"A","A","5","-","5"
10137,68201002,"A","A","5","-","4"
10138,68201003,"A","A","5","-","5"
10139,68201004,"A","A","5","-","5"
10140,68201005,"A","A","5","-","5"
10141,68201006,"A","A","5","-","4"
10142,68201007,"A","A","5","-","5"
10143,68201008,"-","-","-","-","-"
10144,68201009,"A","A","5","-","5"
10145,68201201,"A","A","5","-","2"
10146,68201202,"A","A","5","-","5"
10147,68201203,"-","-","-","-","-"
10148,68201204,"A","A","5","-","2"
10149,68201205,"A","A","5","-","4"
10150,68201401,"A","A","5","-","2"
10151,68201402,"A","A","5","-","4"
10152,68201403,"A","A","5","-","2"
10153,68201404,"-","-","-","-","-"
10154,68201405,"A","A","5","-","5"
10155,68300101,"A","A","5","-","2"
10156,68300102,"A","A","5","-","4"
10157,68300103,"A","A","5","BN","4"
10158,68300201,"A","A","5","-","4"
10159,68300202,"A","A","5","-","5"
10160,68300203,"A","A","5","-","4"
10161,68300301,"A","A","5","-","3"
10162,68300302,"A","A","5","-","3"
10163,68300303,"-","-","5","-","5"
10164,68300304,"A","A","5","-","2"
10165,68400101,"-","-","5","-","5"
10166,68400102,"A","A","5","-","5"
10167,68400103,"-","-","5","-","5"
10168,68400104,"A","A","5","-","4"
10169,68400201,"A","A","5","-","5"
10170,68400202,"A","A","5","-","5"
10171,68400203,"A","A","5","-","4"
10172,68400204,"-","-","5","-","5"
10173,68400301,"A","A","5","-","4"
10174,68400302,"A","A","5","-","4"
10175,68400303,"-","-","5","-","5"
10176,68400401,"A","A","5","-","5"
10177,68400402,"A","A","5","-","4"
10178,68400403,"A","A","5","-","5"
10179,68400501,"A","A","5","-","4"
10180,68400502,"A","A","5","-","3"
10181,68400503,"-","-","5","-","5"
10182,68400504,"A","A","5","-","5"
10183,68400601,"A","A","5","-","4"
10184,68400602,"A","A","5","-","5"
10185,68400603,"A","A","5","-","3"
10186,68400604,"A","A","5","-","5"
10187,68400701,"A","A","5","-","4"
10188,68400702,"A","A","5","BN","4"
10189,68400703,"A","A","5","-","3"
10190,68400704,"A","A","5","-","4"
10191,68400801,"A","A","5","-","4"
10192,68400802,"A","A","5","-","3"
10193,68400803,"-","-","5","-","5"
10194,68400901,"A","A","5","-","4"
10195,68400902,"A","A","5","-","5"
10196,68400903,"A","A","5","-","5"
10197,68400904,"-","-","5","-","5"
10198,68401001,"A","A","5","-","4"
10199,68401002,"A","A","5","-","4"
10200,68401101,"A","A","5","-","5"
10201,68401102,"A","A","5","-","5"
10202,68401103,"A","A","5","-","3"
10203,68401104,"A","A","5","-","4"
10204,68401201,"A","A","5","-","4"
10205,68401202,"A","A","5","-","4"
10206,68500101,"A","A","5","-","5"
10207,68500102,"A","A","5","-","5"
10208,68500103,"A","A","5","BN","5"
10209,68500104,"A","A","5","-","4"
10210,68500105,"-","-","-","-","-"
10211,68500106,"A","A","5","-","5"
10212,68500107,"A","A","5","-","5"
10213,68500108,"A","A","5","-","4"
10214,68500201,"A","A","5","-","4"
10215,68500202,"A","A","5","-","4"
10216,68500203,"-","-","-","-","-"
10217,68500204,"A","A","5","-","4"
10218,68500205,"A","A","5","-","4"
10219,68500206,"A","A","5","-","4"
10220,68500207,"A","A","5","-","5"
10221,68500208,"A","A","5","-","5"
10222,68500209,"-","-","-","-","-"
10223,68500301,"A","A","5","-","4"
10224,68500302,"A","A","5","-","3"
10225,68500303,"A","A","5","-","4"
10226,68500304,"A","A","5","-","4"
10227,68500305,"-","-","-","-","-"
10228,68500306,"A","A","5","-","3"
10229,68500307,"-","-","-","-","-"
10230,68500308,"-","-","-","-","-"
10231,68500309,"B","B","5","-","2"
10232,68500310,"A","A","5","-","2"
10233,68500311,"A","A","5","-","4"
10234,68500401,"A","A","5","-","4"
10235,68500402,"A","A","5","-","4"
10236,68500403,"A","A","5","-","5"
10237,68500404,"A","A","5","-","4"
10238,68500405,"A","A","5","-","5"
10239,68500406,"A","A","5","-","5"
10240,68500407,"A","A","5","-","4"
10241,68500408,"A","A","5","-","5"
10242,68500409,"-","-","-","-","-"
10243,68500501,"-","-","-","-","-"
10244,68500502,"-","-","-","-","-"
10245,68500503,"A","A","5","-","5"
10246,68500504,"A","A","5","-","5"
10247,68600101,"A","A","5","-","4"
10248,68600102,"A","A","5","-","4"
10249,68600103,"-","-","5","-","5"
10250,68600201,"A","A","5","-","4"
10251,68600202,"A","A","5","-","4"
10252,68600203,"-","-","5","-","5"
10253,68600204,"A","A","5","-","4"
10254,68600205,"A","A","5","-","5"
10255,68600206,"A","A","5","-","4"
10256,68600207,"A","A","5","-","4"
10257,68600208,"A","A","5","-","5"
10258,68600209,"A","A","5","-","4"
10259,68600210,"-","-","-","-","-"
10260,68600301,"A","A","5","-","4"
10261,68600302,"A","A","5","-","4"
10262,68600303,"A","A","5","-","5"
10263,68600304,"A","A","5","-","4"
10264,68600305,"A","A","5","-","4"
10265,68600306,"-","-","-","-","-"
10266,68600307,"A","A","5","-","2"
10267,68600308,"-","-","-","-","-"
10268,68600401,"A","A","5","-","4"
10269,68600402,"A","A","5","-","4"
10270,68600403,"A","A","5","-","4"
10271,68600404,"-","-","5","-","5"
10272,68600405,"-","-","-","-","-"
10273,68600406,"B","B","5","-","2"
10274,68600407,"-","-","-","-","-"
10275,68600408,"-","-","-","-","-"
10276,68600501,"A","A","5","-","4"
10277,68600502,"A","A","5","-","4"
10278,68600503,"B","B","5","-","2"
10279,68600504,"A","A","5","-","2"
10280,68600505,"B","B","5","-","2"
10281,68600506,"A","A","5","-","5"
10282,68600507,"A","A","5","-","4"
10283,68600601,"A","A","5","-","4"
10284,68600602,"A","A","5","-","4"
10285,68600603,"A","A","5","-","4"
10286,68700101,"A","A","5","-","4"
10287,68700102,"A","A","5","-","2"
10288,68700103,"A","A","5","-","3"
10289,68700104,"A","A","5","-","4"
10290,68700201,"A","A","5","-","4"
10291,68700202,"A","A","5","-","2"
10292,68700203,"A","A","5","-","3"
10293,68700204,"A","A","5","-","4"
10294,68700301,"A","A","5","-","4"
10295,68700302,"A","A","5","-","4"
10296,68700303,"-","-","-","-","-"
10297,68700304,"-","-","-","-","-"
10298,68700305,"-","-","-","-","-"
10299,68700401,"A","A","5","-","4"
10300,68700402,"A","A","5","BN","4"
10301,68700403,"A","A","5","-","3"
10302,68700404,"A","A","5","-","4"
10303,68700405,"A","A","5","-","3"
10304,68700406,"A","A","5","-","5"
10305,68700407,"A","A","5","BN","5"
10306,68700408,"-","-","-","-","-"
10307,68700409,"A","A","5","-","5"
10308,68700410,"A","A","5","BN","5"
10309,68700411,"A","A","5","-","5"
10310,68700412,"A","A","5","-","5"
10311,68700501,"A","A","5","-","4"
10312,68700502,"A","A","5","-","4"
10313,68700503,"A","A","5","-","4"
10314,68700504,"-","-","-","-","-"
10315,68700505,"A","A","5","-","4"
10316,68700506,"-","-","-","-","-"
10317,68700507,"-","-","-","-","-"
10318,68700601,"A","A","5","-","3"
10319,68700602,"A","A","5","-","3"
10320,68700603,"A","A","5","-","2"
10321,68700604,"A","A","5","-","4"
10322,68700605,"A","A","5","-","3"
10323,68700606,"B","B","5","-","1"
10324,68700607,"-","-","-","-","-"
10325,68700701,"A","A","5","-","4"
10326,68700702,"A","A","5","-","3"
10327,68700703,"A","A","5","-","4"
10328,68700704,"-","-","-","-","-"
10329,68700801,"A","A","5","-","4"
10330,68700802,"A","A","5","-","4"
10331,68700803,"-","-","-","-","-"
10332,68700804,"-","-","-","-","-"
10333,68700901,"A","A","5","-","4"
10334,68700902,"A","A","5","-","4"
10335,68700903,"A","A","5","-","4"
10336,68700904,"A","A","5","-","4"
10337,68700905,"A","A","5","-","5"
10338,68700906,"A","A","5","-","5"
10339,68701001,"A","A","5","-","4"
10340,68701002,"A","A","5","-","4"
10341,68701003,"A","A","5","-","4"
10342,68701004,"A","A","5","-","4"
10343,68701005,"-","-","-","-","-"
10344,68701101,"A","A","5","-","4"
10345,68701102,"-","-","-","SA","-"
10346,68701103,"B","B","5","-","1"
10347,68701104,"-","-","-","SA","-"
10348,68701105,"A","A","5","-","4"
