"OBJECTID","CMP_ID","CFRAG1","CFRAG2","DEPTH","RESTR_TYPE","AWHC"
6138,54400304,"A","A","5","-","4"
6139,54400305,"A","A","5","-","4"
6140,54400306,"A","A","5","-","5"
6141,54400307,"A","A","5","-","4"
6142,54400308,"A","A","5","-","4"
6143,54400309,"A","A","5","-","3"
6144,54400310,"A","A","5","-","4"
6145,54400401,"A","A","5","-","2"
6146,54400402,"A","A","5","-","2"
6147,54400403,"A","A","5","-","3"
6148,54400404,"A","A","5","-","4"
6149,54400405,"A","A","5","-","4"
6150,54400406,"A","A","5","-","4"
6151,54400407,"A","A","5","-","5"
6152,54400501,"A","A","5","-","5"
6153,54400502,"A","A","5","-","4"
6154,54400503,"A","A","5","-","5"
6155,54400601,"A","-","5","-","3"
6156,54400602,"A","A","5","-","4"
6157,54400603,"A","-","5","-","4"
6158,54400604,"A","A","5","-","4"
6159,54400605,"A","A","5","-","5"
6160,54400606,"A","A","5","-","2"
6161,54400607,"A","A","5","-","2"
6162,54400701,"A","A","5","-","5"
6163,54400702,"A","A","5","-","2"
6164,54400703,"A","A","5","-","3"
6165,54400704,"A","A","5","-","2"
6166,54400705,"A","A","5","-","5"
6167,54400706,"A","A","5","-","1"
6168,54400707,"A","A","5","-","4"
6169,54400708,"A","A","5","-","1"
6170,54400801,"A","A","5","-","4"
6171,54400802,"A","A","5","-","4"
6172,54400803,"A","A","5","-","5"
6173,54400804,"A","A","5","-","5"
6174,54400805,"A","A","5","-","4"
6175,54400806,"A","A","5","-","4"
6176,54400807,"A","A","5","-","4"
6177,54400808,"A","A","5","-","4"
6178,54400901,"A","-","5","-","3"
6179,54400902,"A","A","5","-","4"
6180,54400903,"A","A","5","-","5"
6181,54400904,"A","A","5","-","5"
6182,54400905,"A","A","5","-","4"
6183,54400906,"A","A","5","-","4"
6184,54400907,"A","A","5","-","4"
6185,54401001,"A","A","5","-","4"
6186,54401002,"A","A","5","-","5"
6187,54401003,"A","A","5","-","4"
6188,54401004,"A","A","5","-","4"
6189,54401005,"A","A","5","-","4"
6190,54401101,"A","A","5","-","4"
6191,54401102,"A","A","5","-","4"
6192,54401103,"A","A","5","-","5"
6193,54401104,"A","A","5","-","3"
6194,54401105,"A","A","5","-","5"
6195,54401106,"A","A","5","-","4"
6196,54401107,"A","A","5","-","4"
6197,54401201,"A","A","5","-","5"
6198,54401202,"A","A","5","-","1"
6199,54401203,"A","A","5","-","2"
6200,54401204,"A","A","5","-","4"
6201,54401205,"A","A","5","-","3"
6202,54401206,"A","A","5","-","2"
6203,54401207,"A","A","5","-","3"
6204,54401208,"A","A","5","-","2"
6205,54401209,"A","A","5","-","3"
6206,54500101,"A","A","5","-","5"
6207,54500102,"A","A","5","-","3"
6208,54500103,"A","-","5","-","3"
6209,54500201,"A","-","5","-","3"
6210,54500202,"A","A","5","-","5"
6211,54500203,"A","A","5","-","5"
6212,54500204,"-","-","5","-","3"
6213,54500205,"A","A","5","-","2"
6214,54500206,"A","A","5","-","5"
6215,54500207,"A","A","5","-","3"
6216,54500208,"A","A","5","-","1"
6217,54500209,"-","-","-","-","-"
6218,54500301,"A","-","5","-","2"
6219,54500302,"A","A","5","-","5"
6220,54500303,"-","-","5","-","3"
6221,54500304,"A","-","5","-","3"
6222,54500305,"A","A","5","-","4"
6223,54500306,"A","A","5","-","2"
6224,54500307,"-","-","-","-","-"
6225,54500401,"A","A","5","-","5"
6226,54500402,"-","-","-","-","-"
6227,54500403,"A","-","5","-","3"
6228,54500404,"A","A","5","-","4"
6229,54500405,"A","A","5","-","2"
6230,54500406,"A","A","5","-","4"
6231,54500407,"A","A","5","-","5"
6232,54500501,"A","A","5","-","5"
6233,54500502,"A","A","5","-","4"
6234,54500503,"A","A","5","-","5"
6235,54500504,"A","A","5","-","4"
6236,54500505,"A","A","5","-","4"
6237,54500506,"A","A","5","-","4"
6238,54500507,"A","A","5","-","4"
6239,54500508,"A","A","5","-","3"
6240,54500509,"A","A","5","-","4"
6241,54500510,"A","A","5","-","2"
6242,54500601,"A","A","5","-","5"
6243,54500602,"A","A","5","-","4"
6244,54500603,"A","A","5","-","4"
6245,54500604,"A","A","5","-","4"
6246,54500605,"A","A","5","-","3"
6247,54500606,"A","A","5","-","1"
6248,54500607,"A","-","5","-","3"
6249,54600101,"A","A","5","-","5"
6250,54600102,"A","A","5","-","4"
6251,54600103,"A","A","5","-","2"
6252,54600104,"A","A","5","-","5"
6253,54600105,"A","A","5","-","4"
6254,54600106,"A","A","5","-","2"
6255,54600107,"A","A","5","-","2"
6256,54600108,"A","A","5","-","3"
6257,54600201,"A","A","5","-","5"
6258,54600202,"A","A","5","-","4"
6259,54600203,"A","A","5","-","3"
6260,54600204,"A","A","5","-","2"
6261,54600205,"A","A","5","-","5"
6262,54600206,"A","A","5","-","5"
6263,54600301,"A","A","5","-","5"
6264,54600302,"A","A","5","-","5"
6265,54600303,"A","A","5","-","3"
6266,54600304,"A","A","5","-","4"
6267,54600401,"A","A","5","-","4"
6268,54600402,"A","A","5","-","5"
6269,54600403,"D","C","5","-","2"
6270,54600404,"B","B","3","CT","2"
6271,54600405,"A","A","5","-","5"
6272,54600406,"A","A","5","-","5"
6273,54600407,"A","A","5","-","4"
6274,54600408,"A","A","5","-","3"
6275,54600409,"A","A","5","-","2"
6276,54600501,"A","A","5","-","4"
6277,54600502,"A","A","5","-","4"
6278,54600503,"A","A","5","-","5"
6279,54600504,"A","A","5","-","4"
6280,54600505,"A","A","5","-","4"
6281,54600506,"A","A","5","-","4"
6282,54600507,"A","A","5","-","3"
6283,54600508,"A","A","5","-","2"
6284,54600601,"A","A","5","-","4"
6285,54600602,"A","A","5","-","4"
6286,54600603,"A","A","5","-","5"
6287,54600604,"A","A","5","-","4"
6288,54600605,"A","A","5","-","4"
6289,54600606,"A","A","5","-","3"
6290,54600701,"A","A","5","-","4"
6291,54600702,"A","A","5","-","4"
6292,54600703,"A","A","5","-","3"
6293,54600704,"A","A","5","-","2"
6294,54600705,"A","A","5","-","4"
6295,54600706,"A","A","5","-","2"
6296,54600707,"A","A","5","-","5"
6297,54600708,"A","A","5","-","4"
6298,54700101,"A","A","5","-","5"
6299,54700102,"A","A","5","-","4"
6300,54700103,"A","-","5","-","3"
6301,54700104,"A","-","5","-","3"
6302,54700105,"A","A","5","-","4"
6303,54700106,"A","-","5","-","3"
6304,54700107,"A","A","5","-","3"
6305,54700108,"A","A","5","-","5"
6306,54700109,"A","A","5","-","4"
6307,54700201,"A","A","5","-","4"
6308,54700202,"A","A","5","-","2"
6309,54700203,"A","A","5","-","3"
6310,54700204,"A","A","5","-","4"
6311,54700205,"A","A","5","-","5"
6312,54700206,"A","A","5","-","2"
6313,54700207,"A","A","5","-","4"
6314,54700208,"A","A","5","-","4"
6315,54700301,"A","A","5","-","4"
6316,54700302,"A","A","5","-","2"
6317,54700303,"A","A","5","-","4"
6318,54700304,"A","A","5","-","3"
6319,54700305,"A","A","5","-","4"
6320,54700306,"A","A","5","-","3"
6321,54700307,"A","A","5","-","3"
6322,54700308,"A","-","5","-","3"
6323,54700309,"A","A","5","-","5"
6324,54700401,"A","A","5","-","5"
6325,54700402,"A","A","5","-","3"
6326,54700403,"A","A","5","-","4"
6327,54700404,"A","-","5","-","3"
6328,54700405,"A","A","5","-","4"
6329,54700501,"A","A","5","-","2"
6330,54700502,"A","A","5","-","2"
6331,54700503,"A","A","5","-","2"
6332,54700504,"A","A","5","-","5"
6333,54700505,"A","A","5","-","4"
6334,54700601,"A","A","5","-","4"
6335,54700602,"A","A","5","-","4"
6336,54700603,"A","A","5","-","2"
6337,54700604,"A","A","5","-","3"
6338,54700605,"A","-","5","-","3"
6339,54700606,"A","A","5","-","4"
6340,54700607,"A","A","5","-","4"
6341,54700608,"A","A","5","-","4"
6342,54700609,"A","A","5","-","4"
6343,54700701,"A","A","5","-","4"
6344,54700702,"A","-","5","-","3"
6345,54700703,"A","A","5","-","4"
6346,54700704,"A","A","5","-","5"
6347,54700705,"A","A","5","-","4"
6348,54700706,"A","A","5","-","4"
6349,54700707,"A","A","5","-","5"
6350,54700801,"A","-","5","-","3"
6351,54700802,"A","A","5","-","4"
6352,54700803,"A","A","5","-","4"
6353,54700804,"A","A","5","-","4"
6354,54700805,"A","A","5","-","4"
6355,54700806,"A","A","5","-","2"
6356,54700807,"A","A","5","-","5"
6357,54700808,"A","A","5","-","5"
6358,54700901,"A","A","5","-","4"
6359,54700902,"A","A","5","-","5"
6360,54700903,"-","-","-","-","-"
6361,54701001,"A","-","5","-","3"
6362,54701002,"A","A","5","-","5"
6363,54701003,"A","A","5","-","4"
6364,54701004,"A","A","5","-","4"
6365,54701005,"A","A","5","-","3"
6366,54701101,"A","-","5","-","3"
6367,54701102,"A","A","5","-","5"
6368,54701103,"A","A","5","-","2"
6369,54701104,"A","A","5","-","2"
6370,54701105,"A","A","5","-","2"
6371,54701106,"A","A","5","-","4"
6372,54701107,"A","A","5","-","4"
6373,54701108,"A","A","5","-","4"
6374,54800101,"A","A","5","-","5"
6375,54800102,"B","B","3","CT","2"
6376,54900101,"-","-","-","-","-"
6377,54900102,"A","A","5","-","5"
6378,54900103,"A","A","5","-","5"
6379,54900104,"A","A","5","-","5"
6380,54900105,"A","-","5","-","3"
6381,54900201,"-","-","-","-","-"
6382,54900202,"A","A","5","-","5"
6383,54900203,"A","A","5","-","5"
6384,54900204,"A","A","5","-","5"
6385,54900205,"A","A","5","-","4"
6386,54900301,"A","A","5","-","5"
6387,54900302,"-","-","-","-","-"
6388,54900303,"A","A","5","-","5"
6389,54900401,"-","-","-","-","-"
6390,54900402,"A","-","5","-","2"
6391,54900403,"A","A","5","-","5"
6392,55000101,"-","-","-","-","-"
6393,55000102,"A","A","5","-","5"
6394,55000103,"A","A","5","-","4"
6395,55000104,"A","A","5","-","5"
6396,55000301,"A","-","5","-","3"
6397,55000302,"A","A","5","-","5"
6398,55000303,"A","A","5","-","5"
6399,55000304,"A","A","5","-","4"
6400,55000401,"A","-","1","LI","1"
6401,55000402,"A","A","5","-","4"
6402,55000403,"A","A","5","-","5"
6403,55000404,"A","A","5","-","4"
6404,55000405,"A","A","5","-","5"
6405,55000406,"A","A","5","-","5"
6406,55000407,"A","A","5","-","5"
6407,55000601,"A","-","5","-","3"
6408,55000602,"A","A","5","-","4"
6409,55000603,"A","A","5","-","5"
6410,55000604,"A","A","5","-","5"
6411,55000801,"A","-","5","-","3"
6412,55000802,"A","A","5","-","3"
6413,55000803,"A","B","5","-","3"
6414,55000804,"A","A","5","-","4"
6415,55000805,"A","A","5","-","3"
6416,55000806,"A","A","5","-","5"
6417,55001001,"A","A","5","-","3"
6418,55001002,"A","B","5","-","3"
6419,55001003,"A","A","5","-","3"
6420,55001004,"A","-","5","-","3"
6421,55001005,"A","A","5","-","4"
6422,55001006,"A","A","5","-","5"
6423,55001201,"A","A","5","-","5"
6424,55001202,"A","A","5","-","5"
6425,55001203,"A","A","5","-","2"
6426,55001204,"A","A","5","-","4"
6427,55001205,"A","-","5","-","3"
6428,55001206,"A","B","5","-","3"
6429,55001401,"A","-","5","-","3"
6430,55001402,"A","A","5","-","2"
6431,55001403,"A","A","5","-","5"
6432,55001404,"A","A","5","-","5"
6433,55001405,"A","A","5","-","4"
6434,55001406,"A","A","5","-","4"
6435,55001407,"A","A","5","-","5"
6436,55001501,"A","-","5","-","3"
6437,55001502,"A","A","5","-","4"
6438,55001503,"A","-","5","-","3"
6439,55001601,"A","-","5","-","3"
6440,55001602,"A","B","5","-","3"
6441,55001603,"A","A","5","-","5"
6442,55001604,"A","B","5","-","3"
6443,55001605,"A","A","5","-","4"
6444,55001701,"A","-","5","-","3"
6445,55001702,"A","A","5","-","4"
6446,55001703,"A","A","5","-","2"
6447,55001704,"A","A","5","-","5"
6448,55001801,"A","-","5","-","3"
6449,55001802,"A","A","5","-","2"
6450,55001803,"A","A","5","-","5"
6451,55001804,"A","A","5","-","5"
6452,55001805,"A","A","5","-","5"
6453,55001806,"A","A","5","-","5"
6454,55001901,"A","A","5","-","5"
6455,55001902,"A","-","5","-","3"
6456,55001903,"A","A","5","-","5"
6457,55001904,"A","A","5","-","4"
6458,55001905,"A","A","5","-","5"
6459,55001906,"A","A","5","-","3"
6460,55001907,"A","A","5","-","5"
6461,55002101,"A","A","5","-","5"
6462,55002102,"A","A","5","-","4"
6463,55002103,"A","A","5","-","5"
6464,55002104,"A","A","5","-","5"
6465,55002105,"A","-","5","-","3"
6466,55002106,"-","-","-","-","-"
6467,55002501,"A","A","5","-","5"
6468,55002502,"A","A","5","-","3"
6469,55002503,"A","A","5","-","5"
6470,55002504,"-","-","-","-","-"
6471,55002505,"A","A","5","-","5"
6472,55002601,"A","A","5","-","2"
6473,55002602,"A","A","5","-","5"
6474,55002603,"A","-","5","-","3"
6475,55002604,"A","A","5","-","3"
6476,55002701,"A","A","5","-","1"
6477,55002702,"A","A","5","-","5"
6478,55002703,"A","A","5","-","2"
6479,55002704,"A","A","5","-","3"
6480,55002705,"A","A","5","-","2"
6481,55002706,"A","A","5","-","5"
6482,55002801,"A","A","5","-","2"
6483,55002802,"A","A","5","-","2"
6484,55002803,"A","B","5","-","3"
6485,55002804,"A","A","5","-","5"
6486,55002805,"A","A","5","-","1"
6487,55002806,"A","A","5","-","3"
6488,55002807,"A","A","5","-","5"
6489,55100101,"A","A","5","-","2"
6490,55100102,"A","A","5","-","1"
6491,55100103,"A","A","5","-","4"
6492,55100104,"A","A","5","-","2"
6493,55100105,"A","A","5","-","4"
6494,55100106,"A","A","5","-","4"
6495,55100201,"A","A","5","-","2"
6496,55100202,"A","A","5","-","3"
6497,55100203,"A","A","5","-","3"
6498,55100204,"A","A","5","-","4"
6499,55100205,"A","A","5","-","2"
6500,55100206,"A","A","5","-","5"
6501,55100501,"A","A","5","-","2"
6502,55100502,"A","A","5","-","5"
6503,55100503,"A","-","5","-","3"
6504,55100504,"A","A","5","-","4"
6505,55100505,"A","A","5","-","5"
6506,55100506,"A","A","5","-","5"
6507,55100507,"A","A","5","-","4"
6508,55100701,"A","A","5","-","5"
6509,55100702,"-","-","-","-","-"
6510,55100703,"A","A","5","-","5"
6511,55100704,"A","-","5","-","3"
6512,55100705,"A","A","5","-","5"
6513,55100706,"A","A","5","-","3"
6514,55100801,"A","A","5","-","4"
6515,55100802,"A","A","5","-","5"
6516,55100901,"A","A","5","-","3"
6517,55100902,"A","A","5","-","2"
6518,55100903,"A","A","5","-","5"
6519,55100904,"A","A","5","-","4"
6520,55101001,"A","A","5","-","4"
6521,55101002,"A","B","5","-","3"
6522,55101003,"A","A","5","-","2"
6523,55101004,"A","A","5","-","5"
6524,55101005,"A","-","5","-","3"
6525,55101006,"A","A","5","-","4"
6526,55101101,"A","A","5","-","3"
6527,55101102,"A","A","5","-","5"
6528,55101103,"A","A","5","-","2"
6529,55101104,"A","A","5","-","4"
6530,55101105,"A","A","5","-","5"
6531,55101106,"A","A","5","-","4"
6532,55101201,"A","A","5","-","3"
6533,55101202,"A","A","5","-","5"
6534,55101203,"A","A","5","-","4"
6535,55101204,"A","A","5","-","4"
6536,55101205,"A","A","5","-","4"
6537,55101206,"A","A","5","-","3"
6538,55101207,"A","A","5","-","2"
6539,55101301,"A","B","5","-","3"
6540,55101302,"A","A","5","-","4"
6541,55101303,"A","A","5","-","5"
6542,55101304,"A","A","5","-","5"
6543,55101305,"A","A","5","-","5"
6544,55101401,"A","A","5","-","2"
6545,55101402,"A","A","5","-","3"
6546,55101403,"A","A","5","-","5"
6547,55101404,"A","A","5","-","4"
6548,55101405,"A","A","5","-","3"
6549,55101406,"A","A","5","-","3"
6550,55101501,"A","A","5","-","5"
6551,55101502,"A","A","5","-","5"
6552,55101503,"A","A","5","-","5"
6553,55101504,"A","A","5","-","4"
6554,55101505,"A","A","5","-","5"
6555,55101506,"A","A","5","-","4"
6556,55101601,"A","A","5","-","4"
6557,55101602,"A","B","5","-","3"
6558,55101603,"A","A","5","-","5"
6559,55101604,"A","A","5","-","4"
6560,55101605,"A","A","5","-","5"
6561,55101701,"A","B","5","-","3"
6562,55101702,"A","A","5","-","4"
6563,55101703,"A","A","5","-","5"
6564,55101704,"A","A","5","-","5"
6565,55101705,"A","A","5","-","4"
6566,55101706,"A","A","5","-","2"
6567,55101801,"A","B","5","-","3"
6568,55101802,"A","A","5","-","5"
6569,55101803,"A","A","5","-","5"
6570,55101804,"A","A","5","-","5"
6571,55101901,"A","A","5","-","5"
6572,55101902,"A","A","5","-","2"
6573,55101903,"A","A","5","-","5"
6574,55101904,"A","A","5","-","5"
6575,55101905,"A","A","5","-","1"
6576,55101906,"A","A","5","-","2"
6577,55102001,"A","A","5","-","4"
6578,55102002,"A","B","5","-","3"
6579,55102003,"A","A","2","CT","1"
6580,55102004,"A","A","5","-","2"
6581,55102005,"A","A","5","-","3"
6582,55102006,"A","A","5","-","5"
6583,55102101,"A","A","5","-","2"
6584,55102102,"A","A","5","-","5"
6585,55102103,"A","A","5","-","4"
6586,55102201,"A","A","5","-","4"
6587,55102202,"A","B","5","-","3"
6588,55102203,"A","A","5","-","5"
6589,55102301,"A","A","5","-","4"
6590,55102302,"A","A","2","CT","1"
6591,55102303,"A","A","5","-","4"
6592,55102304,"A","B","5","-","3"
6593,55102305,"A","A","5","-","5"
6594,55102306,"A","A","5","-","5"
6595,55102401,"A","A","5","-","5"
6596,55102402,"A","A","5","-","5"
6597,55102501,"A","A","5","-","5"
6598,55102502,"A","A","5","-","5"
6599,55102503,"A","A","5","-","4"
6600,55102504,"A","A","5","-","4"
6601,55102601,"A","A","5","-","5"
6602,55102602,"A","A","5","-","5"
6603,55102603,"A","B","5","-","3"
6604,55102604,"A","A","5","-","5"
6605,55102605,"A","A","5","-","5"
6606,55102701,"A","A","5","-","2"
6607,55102702,"A","A","5","-","5"
6608,55102703,"A","A","5","-","4"
6609,55102704,"A","A","5","-","4"
6610,55102705,"A","A","5","-","5"
6611,55102706,"A","A","5","-","5"
6612,55102707,"A","A","5","-","5"
6613,55102708,"A","A","5","-","4"
6614,55102801,"A","A","5","-","5"
6615,55102802,"A","A","5","-","5"
6616,55102803,"A","A","5","-","5"
6617,55102804,"A","A","5","-","4"
6618,55102805,"A","A","5","-","4"
6619,55102901,"A","A","5","-","3"
6620,55102902,"A","A","5","-","2"
6621,55102903,"A","A","5","-","3"
6622,55102904,"A","A","5","-","5"
6623,55102905,"A","A","5","-","4"
6624,55102906,"A","A","5","-","5"
6625,55102907,"A","A","5","-","5"
6626,55200101,"A","A","5","-","3"
6627,55200102,"A","A","5","-","4"
6628,55200103,"A","A","5","-","5"
6629,55200104,"-","-","-","-","-"
6630,55200105,"A","-","5","-","3"
6631,55200201,"A","A","5","-","3"
6632,55200202,"A","A","5","-","4"
6633,55200203,"A","A","5","-","3"
6634,55200204,"-","-","-","-","-"
6635,55200205,"A","A","5","-","5"
6636,55200206,"A","A","5","-","3"
6637,55200207,"A","A","5","-","2"
6638,55200301,"A","A","5","-","3"
6639,55200302,"A","-","5","-","3"
6640,55200303,"A","A","5","-","4"
6641,55200304,"A","A","5","-","2"
6642,55200305,"A","A","5","-","5"
6643,55200401,"A","A","5","-","3"
6644,55200402,"A","A","5","-","5"
6645,55200403,"A","A","5","-","3"
6646,55200404,"A","-","5","-","3"
6647,55200405,"A","A","5","-","2"
6648,55200406,"A","A","5","-","3"
6649,55200501,"A","A","5","-","5"
6650,55200502,"A","-","5","-","3"
6651,55200503,"A","A","5","-","2"
6652,55200504,"A","A","5","-","4"
6653,55200505,"A","A","5","-","4"
6654,55200601,"A","-","2","LI","2"
6655,55200602,"A","A","5","-","3"
6656,55200603,"A","A","5","-","3"
6657,55200604,"A","-","5","-","3"
6658,55200605,"A","A","5","-","2"
6659,55200606,"-","-","-","-","-"
6660,55200701,"A","A","5","-","3"
6661,55200702,"A","A","5","-","5"
6662,55200703,"A","A","5","-","4"
6663,55200704,"A","A","5","-","3"
6664,55200705,"A","-","5","-","3"
6665,55200706,"-","-","5","-","3"
6666,55200801,"A","A","5","-","3"
6667,55200802,"A","A","5","-","3"
6668,55200803,"A","-","2","LI","2"
6669,55200804,"A","-","5","-","3"
6670,55200805,"A","A","5","-","5"
6671,55200806,"A","A","5","-","4"
6672,55200807,"-","-","5","-","3"
6673,55200901,"A","A","5","-","5"
6674,55200902,"A","A","5","-","5"
6675,55200903,"A","A","5","-","4"
6676,55200904,"A","A","5","-","5"
6677,55200905,"A","A","5","-","3"
6678,55200906,"A","A","5","-","5"
6679,55201001,"A","A","5","-","4"
6680,55201002,"A","A","5","-","4"
6681,55201003,"A","-","5","-","3"
6682,55201004,"A","A","5","-","5"
6683,55201005,"A","A","5","-","3"
6684,55201101,"A","A","5","-","4"
6685,55201102,"A","A","5","-","5"
6686,55201103,"A","A","5","-","4"
6687,55201104,"A","A","5","-","4"
6688,55201105,"A","A","5","-","1"
6689,55201106,"A","A","5","-","5"
6690,55201107,"A","-","5","-","3"
6691,55201201,"A","A","5","-","4"
6692,55201202,"A","A","5","-","1"
6693,55201203,"A","A","5","-","3"
6694,55201204,"A","A","5","-","5"
6695,55201205,"A","A","5","-","2"
6696,55201206,"A","A","5","-","2"
6697,55300101,"A","A","5","-","3"
6698,55300102,"A","A","5","-","2"
6699,55300103,"A","A","5","-","5"
6700,55300104,"A","A","5","-","5"
6701,55300105,"A","-","5","-","3"
6702,55300106,"A","A","5","-","2"
6703,55300107,"A","A","5","-","5"
6704,55300201,"A","A","5","-","5"
6705,55300202,"A","A","5","-","4"
6706,55300203,"A","A","5","-","2"
6707,55300204,"A","-","5","-","3"
6708,55300205,"A","A","5","-","5"
6709,55300206,"A","A","5","-","5"
6710,55300207,"A","A","5","-","5"
6711,55300301,"A","A","5","-","3"
6712,55300302,"A","A","5","-","3"
6713,55300303,"A","A","5","-","1"
6714,55300304,"A","A","5","-","5"
6715,55300305,"A","A","5","-","4"
6716,55300306,"A","A","5","-","3"
6717,55300401,"A","A","5","-","5"
6718,55300402,"A","A","5","-","5"
6719,55300403,"A","A","5","-","4"
6720,55300404,"A","A","5","-","5"
6721,55300405,"A","A","5","-","5"
6722,55300406,"A","A","5","-","2"
6723,55300407,"A","A","5","-","2"
6724,55300408,"A","A","5","-","3"
6725,55300501,"A","A","5","-","2"
6726,55300502,"A","A","5","-","4"
6727,55300503,"A","A","5","-","5"
6728,55300504,"A","A","5","-","4"
6729,55300505,"A","A","5","-","5"
6730,55300506,"A","A","5","-","5"
6731,55300507,"A","A","5","-","3"
6732,55300601,"A","A","5","-","1"
6733,55300602,"A","A","5","-","5"
6734,55300603,"A","A","5","-","2"
6735,55300604,"A","A","5","-","4"
6736,55300605,"A","A","5","-","2"
6737,55300606,"A","A","5","-","4"
6738,55300607,"A","A","5","-","5"
6739,55300608,"A","A","5","-","3"
6740,55300701,"A","A","5","-","3"
6741,55300702,"A","A","5","-","1"
6742,55300703,"A","A","5","-","3"
6743,55300704,"A","A","5","-","5"
6744,55300705,"A","A","5","-","5"
6745,55300706,"A","A","5","-","2"
6746,55300707,"A","A","5","-","3"
6747,55300801,"A","A","5","-","1"
6748,55300802,"A","A","5","-","3"
6749,55300803,"A","A","5","-","3"
6750,55300804,"A","A","5","-","1"
6751,55300805,"A","A","5","-","3"
6752,55300806,"A","A","5","-","5"
6753,55300807,"A","A","5","-","2"
6754,55300808,"A","A","5","-","2"
6755,55300901,"A","A","5","-","4"
6756,55300902,"A","A","2","CT","2"
6757,55300903,"A","A","5","-","5"
6758,55301001,"A","A","5","-","3"
6759,55301002,"A","A","5","-","5"
6760,55301003,"A","A","5","-","1"
6761,55301004,"A","A","5","-","3"
6762,55301005,"A","A","5","-","4"
6763,55301006,"A","A","5","-","3"
6764,55301101,"A","A","5","-","4"
6765,55301102,"A","A","5","-","2"
6766,55301103,"A","A","5","-","5"
6767,55301104,"A","A","5","-","2"
6768,55301105,"A","A","5","-","5"
6769,55301201,"A","A","5","-","3"
6770,55301202,"A","A","5","-","3"
6771,55301203,"A","A","5","-","3"
6772,55301204,"A","A","5","-","4"
6773,55301205,"A","A","5","-","5"
6774,55301301,"A","A","5","-","3"
6775,55301302,"A","A","5","-","5"
6776,55301303,"A","A","5","-","5"
6777,55301304,"A","A","5","-","5"
6778,55301401,"A","A","5","-","1"
6779,55301402,"A","A","5","-","5"
6780,55301403,"A","A","5","-","2"
6781,55301404,"A","A","5","-","5"
6782,55301405,"A","A","5","-","4"
6783,55301406,"A","A","5","-","3"
6784,55301407,"A","A","5","-","4"
6785,55301408,"A","A","5","-","3"
6786,55301501,"A","A","5","-","3"
6787,55301502,"A","A","5","-","3"
6788,55301503,"A","A","5","-","3"
6789,55301504,"A","A","5","-","3"
6790,55301505,"A","A","5","-","3"
6791,55301506,"A","A","5","-","2"
6792,55301507,"A","A","5","-","1"
6793,55301508,"A","A","5","-","5"
6794,55301601,"A","A","5","-","3"
6795,55301602,"A","A","5","-","3"
6796,55301603,"A","A","5","-","3"
6797,55301604,"A","A","5","-","5"
6798,55301605,"A","A","5","-","2"
6799,55301606,"A","A","5","-","2"
6800,55301701,"A","A","5","-","3"
6801,55301702,"A","A","5","-","3"
6802,55301703,"A","A","5","-","1"
6803,55301704,"A","A","5","-","4"
6804,55301705,"A","A","5","-","2"
6805,55301801,"A","A","5","-","2"
6806,55301802,"A","A","5","-","5"
6807,55301901,"A","A","5","-","3"
6808,55301902,"A","A","5","-","3"
6809,55301903,"A","A","5","-","4"
6810,55301904,"A","A","5","-","5"
6811,55301905,"A","A","5","-","1"
6812,55301906,"A","A","5","-","2"
6813,55302001,"A","A","5","-","2"
6814,55302002,"A","A","5","-","3"
6815,55302003,"A","A","5","-","3"
6816,55302004,"A","A","5","-","2"
6817,55302005,"A","A","5","-","5"
6818,55302006,"A","A","5","-","4"
6819,55302007,"A","A","5","-","2"
6820,55302008,"A","A","5","-","3"
6821,55302101,"A","A","5","-","3"
6822,55302102,"A","A","5","-","3"
6823,55302103,"A","A","5","-","4"
6824,55302104,"A","A","5","-","3"
6825,55302105,"A","A","5","-","3"
6826,55302106,"A","A","5","-","4"
6827,55302107,"A","A","5","-","5"
6828,55302201,"A","A","5","-","5"
6829,55302202,"A","A","5","-","3"
6830,55302203,"A","A","5","-","5"
6831,55302204,"A","A","5","-","1"
6832,55302205,"A","A","5","-","5"
6833,55302206,"A","A","5","-","3"
6834,55302301,"A","A","5","-","1"
6835,55302302,"A","A","5","-","3"
6836,55302303,"A","A","5","-","3"
6837,55302304,"A","A","5","-","4"
6838,55302305,"A","A","5","-","5"
6839,55302306,"A","A","5","-","4"
6840,55302307,"A","A","5","-","2"
6841,55302308,"A","A","5","-","2"
6842,55302401,"A","A","5","-","3"
6843,55302402,"A","A","5","-","5"
6844,55302403,"A","A","5","-","1"
6845,55302404,"A","A","2","CT","2"
6846,55302405,"A","A","5","-","5"
6847,55302501,"A","A","5","-","4"
6848,55302502,"A","A","5","-","5"
6849,55302503,"A","A","5","-","3"
6850,55302504,"A","A","5","-","3"
6851,55302505,"A","A","5","-","2"
6852,55302506,"A","A","5","-","5"
6853,55302507,"A","A","5","-","4"
6854,55302508,"A","A","5","-","5"
6855,55302601,"A","A","5","-","3"
6856,55302602,"A","A","5","-","4"
6857,55302603,"A","A","5","-","5"
6858,55302604,"A","A","5","-","1"
6859,55302605,"A","A","5","-","4"
6860,55302606,"A","A","5","-","5"
6861,55302701,"A","A","5","-","4"
6862,55302702,"A","A","5","-","1"
6863,55302703,"A","A","5","-","5"
6864,55302704,"A","A","5","-","3"
6865,55302705,"A","A","5","-","4"
6866,55302706,"A","A","5","-","3"
6867,55302801,"A","A","5","-","1"
6868,55302802,"A","A","5","-","2"
6869,55400101,"A","A","5","-","4"
6870,55400102,"A","A","5","-","4"
