"OBJECTID","POLY_ID","LF_TYPE","LF_SLOPE","LF_SEGMENT","PERCENT_","CROPPED","PROVINCE","SOIL_CODE","MODIFIER","PROFILE","LF_ID","LFS_ID","SOIL_ID"
26030,846001,"L","A","M",9.000000,"L","MB","$MH","~~~~~","A","846001LA","LAM","MB$MH~~~~~A"
26031,846001,"L","A","L",9.000000,"L","MB","$MH","~~~~~","A","846001LA","LAL","MB$MH~~~~~A"
26032,846001,"L","A","D",2.000000,"L","MB","$MH","~~~~~","A","846001LA","LAD","MB$MH~~~~~A"
26033,846001,"R","A","D",4.000000,"L","MB","CKG","~~~~~","N","846001RA","RAD","MBCKG~~~~~N"
26034,846001,"R","A","L",16.000000,"M","MB","CKG","~~~~~","N","846001RA","RAL","MBCKG~~~~~N"
26035,846001,"R","A","M",28.000000,"M","MB","LUR","~~~~~","A","846001RA","RAM","MBLUR~~~~~A"
26036,846001,"R","A","U",16.000000,"M","MB","ISF","~~~~~","N","846001RA","RAU","MBISF~~~~~N"
26037,846001,"R","A","M",16.000000,"M","MB","CKG","~~~~~","N","846001RA","RAM","MBCKG~~~~~N"
26038,846002,"L","A","L",38.299999,"L","MB","$MH","~~~~~","A","846002LA","LAL","MB$MH~~~~~A"
26039,846002,"L","A","D",8.500000,"L","MB","$MH","~~~~~","A","846002LA","LAD","MB$MH~~~~~A"
26040,846002,"L","A","M",11.100000,"L","MB","$MH","~~~~~","A","846002LA","LAM","MB$MH~~~~~A"
26041,846002,"L","A","M",27.200000,"M","MB","CKG","~~~~~","N","846002LA","LAM","MBCKG~~~~~N"
26042,846002,"R","A","U",3.000000,"M","MB","ISF","~~~~~","N","846002RA","RAU","MBISF~~~~~N"
26043,846002,"R","A","D",0.800000,"L","MB","CKG","~~~~~","N","846002RA","RAD","MBCKG~~~~~N"
26044,846002,"R","A","L",3.000000,"M","MB","LUR","~~~~~","A","846002RA","RAL","MBLUR~~~~~A"
26045,846002,"R","A","M",4.500000,"M","MB","ISF","~~~~~","N","846002RA","RAM","MBISF~~~~~N"
26046,846002,"R","A","M",3.799999,"M","MB","LUR","~~~~~","A","846002RA","RAM","MBLUR~~~~~A"
26047,846003,"L","A","D",0.800000,"L","MB","$MH","~~~~~","A","846003LA","LAD","MB$MH~~~~~A"
26048,846003,"L","A","L",3.599999,"L","MB","$MH","~~~~~","A","846003LA","LAL","MB$MH~~~~~A"
26049,846003,"L","A","M",3.599999,"L","MB","$MH","~~~~~","A","846003LA","LAM","MB$MH~~~~~A"
26050,846003,"R","A","D",4.599999,"L","MB","CKG","~~~~~","N","846003RA","RAD","MBCKG~~~~~N"
26051,846003,"R","A","M",9.199999,"M","MB","CKG","~~~~~","N","846003RA","RAM","MBCKG~~~~~N"
26052,846003,"R","A","M",32.200000,"M","MB","LUR","~~~~~","A","846003RA","RAM","MBLUR~~~~~A"
26053,846003,"R","A","M",9.199999,"M","MB","ISF","~~~~~","N","846003RA","RAM","MBISF~~~~~N"
26054,846003,"R","A","U",18.399999,"M","MB","ISF","~~~~~","N","846003RA","RAU","MBISF~~~~~N"
26055,846003,"R","A","L",18.399999,"M","MB","CKG","~~~~~","N","846003RA","RAL","MBCKG~~~~~N"
26056,846004,"L","A","L",27.000000,"L","MB","$MH","~~~~~","A","846004LA","LAL","MB$MH~~~~~A"
26057,846004,"L","A","L",13.500000,"L","MB","$SF","~~~~~","N","846004LA","LAL","MB$SF~~~~~N"
26058,846004,"L","A","M",4.500000,"L","MB","$SF","~~~~~","N","846004LA","LAM","MB$SF~~~~~N"
26059,846004,"L","A","M",36.000000,"L","MB","CKG","~~~~~","N","846004LA","LAM","MBCKG~~~~~N"
26060,846004,"L","A","D",9.000000,"L","MB","$MH","~~~~~","A","846004LA","LAD","MB$MH~~~~~A"
26061,846004,"R","A","U",2.000000,"M","MB","ISF","~~~~~","N","846004RA","RAU","MBISF~~~~~N"
26062,846004,"R","A","M",5.500000,"M","MB","LUR","~~~~~","A","846004RA","RAM","MBLUR~~~~~A"
26063,846004,"R","A","L",2.000000,"M","MB","CKG","~~~~~","N","846004RA","RAL","MBCKG~~~~~N"
26064,846004,"R","A","D",0.500000,"L","MB","CKG","~~~~~","N","846004RA","RAD","MBCKG~~~~~N"
26065,846005,"L","A","D",2.200000,"L","MB","$MH","~~~~~","A","846005LA","LAD","MB$MH~~~~~A"
26066,846005,"L","A","M",9.899999,"L","MB","$MH","~~~~~","A","846005LA","LAM","MB$MH~~~~~A"
26067,846005,"L","A","L",9.899999,"L","MB","$MH","~~~~~","A","846005LA","LAL","MB$MH~~~~~A"
26068,846005,"R","A","M",11.699999,"M","MB","CKG","~~~~~","N","846005RA","RAM","MBCKG~~~~~N"
26069,846005,"R","A","M",31.200000,"M","MB","LUR","~~~~~","A","846005RA","RAM","MBLUR~~~~~A"
26070,846005,"R","A","U",7.800000,"M","MB","LUR","~~~~~","A","846005RA","RAU","MBLUR~~~~~A"
26071,846005,"R","A","U",7.800000,"M","MB","ISF","~~~~~","N","846005RA","RAU","MBISF~~~~~N"
26072,846005,"R","A","L",15.600000,"M","MB","CKG","~~~~~","N","846005RA","RAL","MBCKG~~~~~N"
26073,846005,"R","A","D",3.900000,"M","MB","CKG","~~~~~","N","846005RA","RAD","MBCKG~~~~~N"
26074,847001,"L","A","M",45.000000,"H","MB","MRQ","1~~~~","A","847001LA","LAM","MBMRQ1~~~~A"
26075,847001,"L","A","D",5.000000,"H","MB","GVS","~~~~~","A","847001LA","LAD","MBGVS~~~~~A"
26076,847001,"L","A","L",7.000000,"H","MB","MRQ","1s~~~","A","847001LA","LAL","MBMRQ1s~~~A"
26077,847001,"L","A","L",23.000000,"H","MB","RIV","~~~~~","A","847001LA","LAL","MBRIV~~~~~A"
26078,847001,"L","A","D",5.000000,"H","MB","OBO","d~~~~","A","847001LA","LAD","MBOBOd~~~~A"
26079,847001,"L","A","L",15.000000,"H","MB","MRQ","1~~~~","A","847001LA","LAL","MBMRQ1~~~~A"
26080,847002,"L","A","M",10.000000,"H","MB","NUH","~~~~~","A","847002LA","LAM","MBNUH~~~~~A"
26081,847002,"L","A","M",8.000000,"H","MB","RGD","~~~~~","A","847002LA","LAM","MBRGD~~~~~A"
26082,847002,"L","A","M",5.000000,"H","MB","MCR","~~~~~","A","847002LA","LAM","MBMCR~~~~~A"
26083,847002,"L","A","L",45.000000,"H","MB","LKD","~~~~~","A","847002LA","LAL","MBLKD~~~~~A"
26084,847002,"L","A","M",22.000000,"H","MB","GDH","~~~~~","A","847002LA","LAM","MBGDH~~~~~A"
26085,847002,"L","A","D",10.000000,"H","MB","GVS","~~~~~","A","847002LA","LAD","MBGVS~~~~~A"
26086,847003,"L","A","D",5.000000,"H","MB","STD","~~~~~","A","847003LA","LAD","MBSTD~~~~~A"
26087,847003,"L","A","L",15.000000,"L","MB","CAY","~~~~~","A","847003LA","LAL","MBCAY~~~~~A"
26088,847003,"L","A","L",7.500000,"L","MB","STD","~~~~~","A","847003LA","LAL","MBSTD~~~~~A"
26089,847003,"L","A","M",5.000000,"H","MB","GFS","d~~~~","A","847003LA","LAM","MBGFSd~~~~A"
26090,847003,"L","A","L",5.000000,"H","MB","GFS","d~~~~","A","847003LA","LAL","MBGFSd~~~~A"
26091,847003,"L","A","M",22.500000,"L","MB","CAY","~~~~~","A","847003LA","LAM","MBCAY~~~~~A"
26092,847003,"L","A","D",5.000000,"L","MB","GFS","p~~~~","A","847003LA","LAD","MBGFSp~~~~A"
26093,847003,"L","A","M",12.500000,"H","MB","MGT","d~~~~","A","847003LA","LAM","MBMGTd~~~~A"
26094,847003,"L","A","M",5.000000,"M","MB","CKG","~~~~~","N","847003LA","LAM","MBCKG~~~~~N"
26095,847003,"L","A","L",17.500000,"L","MB","MGT","p~~~~","N","847003LA","LAL","MBMGTp~~~~N"
26096,848001,"L","A","M",9.000000,"L","MB","CAY","~~~~~","A","848001LA","LAM","MBCAY~~~~~A"
26097,848001,"L","A","L",9.000000,"L","MB","CAY","~~~~~","A","848001LA","LAL","MBCAY~~~~~A"
26098,848001,"L","A","M",12.000000,"H","MB","MGT","~~~~~","A","848001LA","LAM","MBMGT~~~~~A"
26099,848001,"L","A","M",17.600000,"M","MB","CKG","~~~~~","N","848001LA","LAM","MBCKG~~~~~N"
26100,848001,"L","A","D",8.000000,"L","MB","CKG","p~~~~","N","848001LA","LAD","MBCKGp~~~~N"
26101,848001,"L","A","L",12.000000,"L","MB","CKG","p~~~~","N","848001LA","LAL","MBCKGp~~~~N"
26102,848001,"L","A","D",2.000000,"L","MB","CAY","~~~~~","A","848001LA","LAD","MBCAY~~~~~A"
26103,848001,"L","A","M",6.400000,"H","MB","GFS","d~~~~","A","848001LA","LAM","MBGFSd~~~~A"
26104,848001,"L","A","L",8.000000,"H","MB","MGT","~~~~~","A","848001LA","LAL","MBMGT~~~~~A"
26105,848001,"L","A","L",16.000000,"L","MB","MGT","p~~~~","N","848001LA","LAL","MBMGTp~~~~N"
26106,848002,"L","A","L",25.000000,"H","MB","LKD","~~~~~","A","848002LA","LAL","MBLKD~~~~~A"
26107,848002,"L","A","L",20.000000,"H","MB","MCR","~~~~~","A","848002LA","LAL","MBMCR~~~~~A"
26108,848002,"L","A","M",40.000000,"H","MB","MCR","~~~~~","A","848002LA","LAM","MBMCR~~~~~A"
26109,848002,"L","A","D",10.000000,"H","MB","PMG","~~~~~","A","848002LA","LAD","MBPMG~~~~~A"
26110,848002,"L","A","M",5.000000,"M","MB","LUR","~~~~~","A","848002LA","LAM","MBLUR~~~~~A"
26111,849001,"L","A","L",8.000000,"H","MB","GFS","ds~~~","A","849001LA","LAL","MBGFSds~~~A"
26112,849001,"L","A","M",30.000000,"H","MB","LKD","~~~~~","A","849001LA","LAM","MBLKD~~~~~A"
26113,849001,"L","A","M",15.000000,"H","MB","PMG","~~~~~","A","849001LA","LAM","MBPMG~~~~~A"
26114,849001,"L","A","L",15.000000,"H","MB","LKD","s~~~~","A","849001LA","LAL","MBLKDs~~~~A"
26115,849001,"L","A","L",12.000000,"H","MB","NIV","s~~~~","A","849001LA","LAL","MBNIVs~~~~A"
26116,849001,"L","A","L",10.000000,"H","MB","DCS","s~~~~","A","849001LA","LAL","MBDCSs~~~~A"
26117,849001,"L","A","D",10.000000,"M","MB","GFS","ds~~~","A","849001LA","LAD","MBGFSds~~~A"
26118,849002,"L","A","M",5.000000,"H","MB","BAM","d~~~~","A","849002LA","LAM","MBBAMd~~~~A"
26119,849002,"L","A","M",30.000000,"H","MB","OBO","d~~~~","A","849002LA","LAM","MBOBOd~~~~A"
26120,849002,"L","A","L",12.000000,"H","MB","SFT","ds~~~","A","849002LA","LAL","MBSFTds~~~A"
26121,849002,"L","A","L",15.000000,"H","MB","GOO","ds~~~","A","849002LA","LAL","MBGOOds~~~A"
26122,849002,"L","A","D",10.000000,"M","MB","OBO","pd~~~","A","849002LA","LAD","MBOBOpd~~~A"
26123,849002,"L","A","L",18.000000,"H","MB","BAM","d~~~~","A","849002LA","LAL","MBBAMd~~~~A"
26124,849002,"L","A","M",10.000000,"H","MB","TRO","d~~~~","A","849002LA","LAM","MBTROd~~~~A"
26125,849003,"L","A","M",7.500000,"H","MB","GHP","~~~~~","A","849003LA","LAM","MBGHP~~~~~A"
26126,849003,"L","A","L",3.799999,"H","MB","GFS","d~~~~","A","849003LA","LAL","MBGFSd~~~~A"
26127,849003,"L","A","L",15.000000,"H","MB","PMG","~~~~~","A","849003LA","LAL","MBPMG~~~~~A"
26128,849003,"L","A","L",15.000000,"H","MB","MRQ","1~~~~","A","849003LA","LAL","MBMRQ1~~~~A"
26129,849003,"L","A","M",26.299999,"H","MB","MCR","~~~~~","A","849003LA","LAM","MBMCR~~~~~A"
26130,849003,"L","A","D",7.500000,"M","MB","MGT","d~~~~","A","849003LA","LAD","MBMGTd~~~~A"
26131,849003,"R","A","U",2.500000,"M","MB","STW","~~~~~","N","849003RA","RAU","MBSTW~~~~~N"
26132,849003,"R","A","M",8.800000,"M","MB","LUR","~~~~~","A","849003RA","RAM","MBLUR~~~~~A"
26133,849003,"R","A","M",5.000000,"M","MB","ISF","~~~~~","N","849003RA","RAM","MBISF~~~~~N"
26134,849003,"R","A","U",2.500000,"M","MB","ASZ","~~~~~","A","849003RA","RAU","MBASZ~~~~~A"
26135,849003,"R","A","D",1.299999,"L","MB","MGT","d~~~~","A","849003RA","RAD","MBMGTd~~~~A"
26136,849003,"R","A","L",5.000000,"M","MB","MGT","d~~~~","A","849003RA","RAL","MBMGTd~~~~A"
26137,849004,"L","A","D",10.000000,"H","MB","OBO","d~~~~","A","849004LA","LAD","MBOBOd~~~~A"
26138,849004,"L","A","L",45.000000,"H","MB","OBO","d~~~~","A","849004LA","LAL","MBOBOd~~~~A"
26139,849004,"L","A","M",10.000000,"H","MB","RIV","~~~~~","A","849004LA","LAM","MBRIV~~~~~A"
26140,849004,"L","A","M",10.000000,"H","MB","DCS","~~~~~","A","849004LA","LAM","MBDCS~~~~~A"
26141,849004,"L","A","M",25.000000,"H","MB","OBO","d~~~~","A","849004LA","LAM","MBOBOd~~~~A"
26142,849005,"L","A","M",45.000000,"H","MB","RIV","~~~~~","A","849005LA","LAM","MBRIV~~~~~A"
26143,849005,"L","A","D",5.000000,"M","MB","KLI","~~~~~","A","849005LA","LAD","MBKLI~~~~~A"
26144,849005,"L","A","L",25.000000,"H","MB","OBO","d~~~~","A","849005LA","LAL","MBOBOd~~~~A"
26145,849005,"L","A","L",10.000000,"H","MB","MRQ","~~~~~","A","849005LA","LAL","MBMRQ~~~~~A"
26146,849005,"L","A","L",10.000000,"H","MB","RIV","~~~~~","A","849005LA","LAL","MBRIV~~~~~A"
26147,849005,"L","A","D",5.000000,"M","MB","OBO","d~~~~","A","849005LA","LAD","MBOBOd~~~~A"
26148,849006,"L","A","M",5.000000,"H","MB","RIV","~~~~~","A","849006LA","LAM","MBRIV~~~~~A"
26149,849006,"L","A","M",40.000000,"H","MB","OBO","d~~~~","A","849006LA","LAM","MBOBOd~~~~A"
26150,849006,"L","A","D",10.000000,"H","MB","OBO","ds~~~","A","849006LA","LAD","MBOBOds~~~A"
26151,849006,"L","A","L",5.000000,"H","MB","OBO","ds~~~","A","849006LA","LAL","MBOBOds~~~A"
26152,849006,"L","A","L",40.000000,"H","MB","OBO","d~~~~","A","849006LA","LAL","MBOBOd~~~~A"
26153,849007,"L","A","L",15.000000,"H","MB","RIV","~~~~~","A","849007LA","LAL","MBRIV~~~~~A"
26154,849007,"L","A","D",10.000000,"M","MB","OBO","d~~~~","A","849007LA","LAD","MBOBOd~~~~A"
26155,849007,"L","A","L",30.000000,"H","MB","LKD","~~~~~","A","849007LA","LAL","MBLKD~~~~~A"
26156,849007,"L","A","M",45.000000,"H","MB","DCS","~~~~~","A","849007LA","LAM","MBDCS~~~~~A"
26157,849008,"L","A","L",45.000000,"H","MB","OBO","d~~~~","A","849008LA","LAL","MBOBOd~~~~A"
26158,849008,"L","A","D",10.000000,"H","MB","OBO","d~~~~","A","849008LA","LAD","MBOBOd~~~~A"
26159,849008,"L","A","M",5.000000,"H","MB","RIV","~~~~~","A","849008LA","LAM","MBRIV~~~~~A"
26160,849008,"L","A","M",40.000000,"H","MB","OBO","d~~~~","A","849008LA","LAM","MBOBOd~~~~A"
26161,849009,"L","A","L",9.800000,"H","MB","RIV","~~~~~","A","849009LA","LAL","MBRIV~~~~~A"
26162,849009,"L","A","M",39.200000,"H","MB","RIV","~~~~~","A","849009LA","LAM","MBRIV~~~~~A"
26163,849009,"L","A","D",9.800000,"H","MB","OBO","d~~~~","A","849009LA","LAD","MBOBOd~~~~A"
26164,849009,"L","A","M",4.900000,"H","MB","SRE","~~~~~","A","849009LA","LAM","MBSRE~~~~~A"
26165,849009,"L","A","L",34.299999,"H","MB","OBO","d~~~~","A","849009LA","LAL","MBOBOd~~~~A"
26166,849009,"U","A","D",0.300000,"M","MB","DFS","~~~~~","A","849009UA","UAD","MBDFS~~~~~A"
26167,849009,"U","A","L",0.300000,"H","MB","SOR","~~~~~","A","849009UA","UAL","MBSOR~~~~~A"
26168,849009,"U","A","U",0.400000,"H","MB","SOR","~~~~~","A","849009UA","UAU","MBSOR~~~~~A"
26169,849009,"U","A","M",1.000000,"H","MB","SOR","~~~~~","A","849009UA","UAM","MBSOR~~~~~A"
26170,849010,"L","A","D",5.000000,"H","MB","OBO","d~~~~","A","849010LA","LAD","MBOBOd~~~~A"
26171,849010,"L","A","L",15.000000,"H","MB","MRQ","1~~~~","A","849010LA","LAL","MBMRQ1~~~~A"
26172,849010,"L","A","L",18.000000,"H","MB","MRQ","~~~~~","A","849010LA","LAL","MBMRQ~~~~~A"
26173,849010,"L","A","D",5.000000,"H","MB","KLI","1ds~~","A","849010LA","LAD","MBKLI1ds~~A"
26174,849010,"L","A","M",10.000000,"H","MB","RIV","~~~~~","A","849010LA","LAM","MBRIV~~~~~A"
26175,849010,"L","A","M",35.000000,"H","MB","MRQ","1~~~~","A","849010LA","LAM","MBMRQ1~~~~A"
26176,849010,"L","A","L",12.000000,"H","MB","KLI","1d~~~","A","849010LA","LAL","MBKLI1d~~~A"
26177,850001,"I","E","U",3.500000,"L","MB","$ER","~~~~~","N","850001IE","IEU","MB$ER~~~~~N"
26178,850001,"I","E","M",28.000000,"L","MB","$ER","~~~~~","N","850001IE","IEM","MB$ER~~~~~N"
26179,850001,"I","E","L",3.500000,"L","MB","$ER","~~~~~","N","850001IE","IEL","MB$ER~~~~~N"
26180,850001,"U","A","M",16.299999,"H","MB","LSL","~~~~~","A","850001UA","UAM","MBLSL~~~~~A"
26181,850001,"U","A","L",9.800000,"H","MB","PPR","~~~~~","A","850001UA","UAL","MBPPR~~~~~A"
26182,850001,"U","A","D",9.800000,"H","MB","PPR","~~~~~","A","850001UA","UAD","MBPPR~~~~~A"
26183,850001,"U","A","M",16.299999,"H","MB","PPR","~~~~~","A","850001UA","UAM","MBPPR~~~~~A"
26184,850001,"U","A","U",13.000000,"H","MB","LSL","~~~~~","A","850001UA","UAU","MBLSL~~~~~A"
26185,850002,"H","B","M",5.300000,"L","MB","SKL","~~~~~","A","850002HB","HBM","MBSKL~~~~~A"
26186,850002,"H","B","L",3.799999,"L","MB","SKL","~~~~~","A","850002HB","HBL","MBSKL~~~~~A"
26187,850002,"H","B","D",1.500000,"L","MB","LLT","p~~~~","A","850002HB","HBD","MBLLTp~~~~A"
26188,850002,"H","B","U",4.500000,"L","MB","SKL","~~~~~","A","850002HB","HBU","MBSKL~~~~~A"
26189,850002,"U","A","M",4.300000,"H","MB","SUE","~~~~~","A","850002UA","UAM","MBSUE~~~~~A"
26190,850002,"U","A","M",8.500000,"H","MB","ASS","~~~~~","A","850002UA","UAM","MBASS~~~~~A"
26191,850002,"U","A","L",12.800000,"M","MB","LLT","~~~~~","A","850002UA","UAL","MBLLT~~~~~A"
26192,850002,"U","A","U",17.000000,"M","MB","LOP","1~~~~","A","850002UA","UAU","MBLOP1~~~~A"
26193,850002,"U","A","D",4.300000,"M","MB","LLT","~~~~~","A","850002UA","UAD","MBLLT~~~~~A"
26194,850002,"U","A","M",29.799999,"M","MB","LOP","~~~~~","A","850002UA","UAM","MBLOP~~~~~A"
26195,850002,"U","A","D",8.500000,"L","MB","LLT","p~~~~","A","850002UA","UAD","MBLLTp~~~~A"
26196,850003,"H","B","U",1.500000,"L","MB","SKL","~~~~~","A","850003HB","HBU","MBSKL~~~~~A"
26197,850003,"H","B","D",0.500000,"M","MB","LOP","~~~~~","A","850003HB","HBD","MBLOP~~~~~A"
26198,850003,"H","B","L",1.299999,"L","MB","SKL","~~~~~","A","850003HB","HBL","MBSKL~~~~~A"
26199,850003,"H","B","M",1.799999,"L","MB","SKL","~~~~~","A","850003HB","HBM","MBSKL~~~~~A"
26200,850003,"U","A","M",9.500000,"H","MB","WWC","~~~~~","A","850003UA","UAM","MBWWC~~~~~A"
26201,850003,"U","A","U",19.000000,"M","MB","LOP","~~~~~","A","850003UA","UAU","MBLOP~~~~~A"
26202,850003,"U","A","M",28.500000,"H","MB","ASS","~~~~~","A","850003UA","UAM","MBASS~~~~~A"
26203,850003,"U","A","L",14.300000,"H","MB","SUE","~~~~~","A","850003UA","UAL","MBSUE~~~~~A"
26204,850003,"U","A","M",9.500000,"M","MB","LOP","~~~~~","A","850003UA","UAM","MBLOP~~~~~A"
26205,850003,"U","A","D",14.300000,"M","MB","LLT","~~~~~","A","850003UA","UAD","MBLLT~~~~~A"
26206,850004,"L","A","M",6.000000,"H","MB","CBY","~~~~~","A","850004LA","LAM","MBCBY~~~~~A"
26207,850004,"L","A","M",7.500000,"H","MB","PMG","~~~~~","A","850004LA","LAM","MBPMG~~~~~A"
26208,850004,"L","A","D",3.000000,"M","MB","GVS","~~~~~","A","850004LA","LAD","MBGVS~~~~~A"
26209,850004,"L","A","L",13.500000,"H","MB","RLD","~~~~~","A","850004LA","LAL","MBRLD~~~~~A"
26210,850004,"U","A","U",7.000000,"H","MB","WWC","~~~~~","A","850004UA","UAU","MBWWC~~~~~A"
26211,850004,"U","A","M",8.399999,"H","MB","WWC","~~~~~","A","850004UA","UAM","MBWWC~~~~~A"
26212,850004,"U","A","U",7.000000,"M","MB","LOP","~~~~~","A","850004UA","UAU","MBLOP~~~~~A"
26213,850004,"U","A","D",10.500000,"M","MB","LLT","~~~~~","A","850004UA","UAD","MBLLT~~~~~A"
26214,850004,"U","A","L",10.500000,"H","MB","SUE","~~~~~","A","850004UA","UAL","MBSUE~~~~~A"
26215,850004,"U","A","M",26.600000,"H","MB","ASS","~~~~~","A","850004UA","UAM","MBASS~~~~~A"
26216,850005,"U","A","U",10.000000,"M","MB","LOP","~~~~~","A","850005UA","UAU","MBLOP~~~~~A"
26217,850005,"U","A","U",10.000000,"H","MB","WWC","~~~~~","A","850005UA","UAU","MBWWC~~~~~A"
26218,850005,"U","A","M",20.000000,"H","MB","ASS","~~~~~","A","850005UA","UAM","MBASS~~~~~A"
26219,850005,"U","A","D",5.000000,"L","MB","LLT","p~~~~","A","850005UA","UAD","MBLLTp~~~~A"
26220,850005,"U","A","M",30.000000,"H","MB","SUE","~~~~~","A","850005UA","UAM","MBSUE~~~~~A"
26221,850005,"U","A","L",15.000000,"M","MB","LLT","~~~~~","A","850005UA","UAL","MBLLT~~~~~A"
26222,850005,"U","A","D",10.000000,"M","MB","LLT","~~~~~","A","850005UA","UAD","MBLLT~~~~~A"
26223,851001,"L","A","L",43.200000,"L","MB","$MH","~~~~~","A","851001LA","LAL","MB$MH~~~~~A"
26224,851001,"L","A","M",4.800000,"H","MB","GDH","~~~~~","A","851001LA","LAM","MBGDH~~~~~A"
26225,851001,"L","A","M",12.500000,"M","MB","CKG","~~~~~","N","851001LA","LAM","MBCKG~~~~~N"
26226,851001,"L","A","D",9.600000,"L","MB","$MH","~~~~~","A","851001LA","LAD","MB$MH~~~~~A"
26227,851001,"L","A","M",11.500000,"M","MB","OBO","s~~~~","A","851001LA","LAM","MBOBOs~~~~A"
26228,851001,"L","A","M",7.699999,"M","MB","CKG","s~~~~","A","851001LA","LAM","MBCKGs~~~~A"
26229,851001,"L","A","M",6.699999,"L","MB","$MH","~~~~~","A","851001LA","LAM","MB$MH~~~~~A"
26230,851001,"R","A","D",0.200000,"L","MB","$SB","~~~~~","N","851001RA","RAD","MB$SB~~~~~N"
26231,851001,"R","A","L",0.800000,"L","MB","$SB","~~~~~","N","851001RA","RAL","MB$SB~~~~~N"
26232,851001,"R","A","M",2.200000,"L","MB","$SB","~~~~~","N","851001RA","RAM","MB$SB~~~~~N"
26233,851001,"R","A","U",0.800000,"L","MB","$SB","~~~~~","N","851001RA","RAU","MB$SB~~~~~N"
26234,851002,"L","A","L",10.000000,"H","MB","PME","~~~~~","A","851002LA","LAL","MBPME~~~~~A"
26235,851002,"L","A","L",5.000000,"H","MB","GDH","s~~~~","A","851002LA","LAL","MBGDHs~~~~A"
26236,851002,"L","A","L",5.000000,"H","MB","DHO","s~~~~","A","851002LA","LAL","MBDHOs~~~~A"
26237,851002,"L","A","L",12.000000,"H","MB","GDH","~~~~~","A","851002LA","LAL","MBGDH~~~~~A"
26238,851002,"L","A","M",16.000000,"H","MB","NUH","~~~~~","A","851002LA","LAM","MBNUH~~~~~A"
26239,851002,"L","A","L",13.000000,"H","MB","RIV","~~~~~","A","851002LA","LAL","MBRIV~~~~~A"
26240,851002,"L","A","M",13.000000,"H","MB","GDH","~~~~~","A","851002LA","LAM","MBGDH~~~~~A"
26241,851002,"L","A","M",16.000000,"H","MB","NBG","~~~~~","A","851002LA","LAM","MBNBG~~~~~A"
26242,851002,"L","A","D",10.000000,"M","MB","OBO","d~~~~","A","851002LA","LAD","MBOBOd~~~~A"
26243,851003,"L","A","D",7.000000,"H","MB","OBO","d~~~~","A","851003LA","LAD","MBOBOd~~~~A"
26244,851003,"L","A","L",8.399999,"H","MB","OBO","d~~~~","A","851003LA","LAL","MBOBOd~~~~A"
26245,851003,"L","A","L",23.100000,"H","MB","DHO","~~~~~","A","851003LA","LAL","MBDHO~~~~~A"
26246,851003,"L","A","M",11.899999,"H","MB","GVS","~~~~~","A","851003LA","LAM","MBGVS~~~~~A"
26247,851003,"L","A","M",19.600000,"H","MB","FTE","~~~~~","A","851003LA","LAM","MBFTE~~~~~A"
26248,851003,"U","A","L",4.500000,"H","MB","GVS","~~~~~","A","851003UA","UAL","MBGVS~~~~~A"
26249,851003,"U","A","M",15.000000,"H","MB","LSL","~~~~~","A","851003UA","UAM","MBLSL~~~~~A"
26250,851003,"U","A","U",6.000000,"H","MB","LSL","~~~~~","A","851003UA","UAU","MBLSL~~~~~A"
26251,851003,"U","A","D",4.500000,"M","MB","GVS","~~~~~","A","851003UA","UAD","MBGVS~~~~~A"
26252,852001,"L","A","M",10.000000,"H","MB","EGF","~~~~~","A","852001LA","LAM","MBEGF~~~~~A"
26253,852001,"L","A","M",10.000000,"H","MB","RGD","~~~~~","A","852001LA","LAM","MBRGD~~~~~A"
26254,852001,"L","A","L",5.000000,"H","MB","OBO","d~~~~","A","852001LA","LAL","MBOBOd~~~~A"
26255,852001,"L","A","L",40.000000,"H","MB","RIV","~~~~~","A","852001LA","LAL","MBRIV~~~~~A"
26256,852001,"L","A","D",10.000000,"H","MB","OBO","d~~~~","A","852001LA","LAD","MBOBOd~~~~A"
26257,852001,"L","A","M",25.000000,"H","MB","PME","~~~~~","A","852001LA","LAM","MBPME~~~~~A"
26258,852002,"L","A","D",9.300000,"H","MB","NBG","~~~~~","A","852002LA","LAD","MBNBG~~~~~A"
26259,852002,"L","A","M",23.299999,"H","MB","HHF","~~~~~","A","852002LA","LAM","MBHHF~~~~~A"
26260,852002,"L","A","L",27.899999,"H","MB","RLD","~~~~~","A","852002LA","LAL","MBRLD~~~~~A"
26261,852002,"L","A","M",18.600000,"H","MB","RLD","~~~~~","A","852002LA","LAM","MBRLD~~~~~A"
26262,852002,"L","A","L",13.899999,"H","MB","NBG","~~~~~","A","852002LA","LAL","MBNBG~~~~~A"
26263,852002,"U","A","L",1.000000,"M","MB","CTZ","~~~~~","A","852002UA","UAL","MBCTZ~~~~~A"
26264,852002,"U","A","M",3.500000,"H","MB","CTZ","~~~~~","A","852002UA","UAM","MBCTZ~~~~~A"
26265,852002,"U","A","D",1.000000,"M","MB","CTZ","~~~~~","A","852002UA","UAD","MBCTZ~~~~~A"
26266,852002,"U","A","U",1.399999,"H","MB","CTZ","~~~~~","A","852002UA","UAU","MBCTZ~~~~~A"
26267,852003,"L","A","M",9.000000,"H","MB","WIK","~~~~~","A","852003LA","LAM","MBWIK~~~~~A"
26268,852003,"L","A","M",22.500000,"H","MB","NBG","~~~~~","A","852003LA","LAM","MBNBG~~~~~A"
