"OBJECTID","LF_ID","POLY_ID","LF_TYPE","LF_SLOPE","LF_EXTENT"
1423,"522010MC",522010,"M","C",100
1424,"522011MC",522011,"M","C",100
1425,"522012MD",522012,"M","D",100
1426,"522013MC",522013,"M","C",100
1427,"522014MB",522014,"M","B",100
1428,"522015IE",522015,"I","E",40
1429,"522015MC",522015,"M","C",60
1430,"522016UB",522016,"U","B",100
1431,"522017MC",522017,"M","C",100
1432,"522018MB",522018,"M","B",100
1433,"522019MB",522019,"M","B",100
1434,"522020MC",522020,"M","C",100
1435,"522021MC",522021,"M","C",100
1436,"522022ID",522022,"I","D",100
1437,"522023MC",522023,"M","C",100
1438,"523001UB",523001,"U","B",100
1439,"523002UB",523002,"U","B",100
1440,"523003UB",523003,"U","B",100
1441,"523004UA",523004,"U","A",100
1442,"523005UB",523005,"U","B",100
1443,"523006MC",523006,"M","C",100
1444,"523007MC",523007,"M","C",100
1445,"523008MC",523008,"M","C",100
1446,"523009MC",523009,"M","C",100
1447,"523010MC",523010,"M","C",100
1448,"523011MC",523011,"M","C",100
1449,"523012UB",523012,"U","B",100
1450,"523013UB",523013,"U","B",100
1451,"523014UB",523014,"U","B",100
1452,"523015MC",523015,"M","C",100
1453,"523016MC",523016,"M","C",100
1454,"523017MC",523017,"M","C",100
1455,"523018MD",523018,"M","D",100
1456,"523019MC",523019,"M","C",100
1457,"523020MC",523020,"M","C",100
1458,"523021LA",523021,"L","A",50
1459,"523021MC",523021,"M","C",50
1460,"523022ID",523022,"I","D",100
1461,"523023MD",523023,"M","D",100
1462,"523024MB",523024,"M","B",100
1463,"523025MC",523025,"M","C",100
1464,"523026MC",523026,"M","C",100
1465,"523027MC",523027,"M","C",100
1466,"523028MD",523028,"M","D",100
1467,"523029MB",523029,"M","B",100
1468,"523030MC",523030,"M","C",100
1469,"523031MC",523031,"M","C",100
1470,"523032MB",523032,"M","B",100
1471,"523033MC",523033,"M","C",100
1472,"523034UB",523034,"U","B",100
1473,"523035UA",523035,"U","A",100
1474,"523036UB",523036,"U","B",100
1475,"523037MC",523037,"M","C",100
1476,"523038MC",523038,"M","C",100
1477,"523039MB",523039,"M","B",100
1478,"523040MC",523040,"M","C",100
1479,"524001MC",524001,"M","C",100
1480,"524002MC",524002,"M","C",100
1481,"524003MC",524003,"M","C",100
1482,"524004UB",524004,"U","B",100
1483,"524005UA",524005,"U","A",100
1484,"525001ID",525001,"I","D",50
1485,"525001MB",525001,"M","B",50
1486,"525002MB",525002,"M","B",100
1487,"525003MB",525003,"M","B",100
1488,"525004MB",525004,"M","B",100
1489,"525005UB",525005,"U","B",100
1490,"525006UB",525006,"U","B",100
1491,"525007MB",525007,"M","B",100
1492,"525008MB",525008,"M","B",100
1493,"525009MB",525009,"M","B",100
1494,"525010LA",525010,"L","A",85
1495,"525010MB",525010,"M","B",15
1496,"525011UA",525011,"U","A",100
1497,"526001ID",526001,"I","D",100
1498,"527001IB",527001,"I","B",100
1499,"527002MB",527002,"M","B",100
1500,"527003MB",527003,"M","B",100
1501,"527004MC",527004,"M","C",65
1502,"527004UA",527004,"U","A",35
1503,"527005ID",527005,"I","D",100
1504,"527006MB",527006,"M","B",100
1505,"527007MC",527007,"M","C",100
1506,"527008MB",527008,"M","B",100
1507,"527009MB",527009,"M","B",100
1508,"527010MB",527010,"M","B",100
1509,"527011MB",527011,"M","B",100
1510,"528001MB",528001,"M","B",100
1511,"528002UB",528002,"U","B",100
1512,"528003MB",528003,"M","B",100
1513,"528004MB",528004,"M","B",100
1514,"528005MB",528005,"M","B",100
1515,"528006MB",528006,"M","B",100
1516,"528007MB",528007,"M","B",100
1517,"528008MB",528008,"M","B",100
1518,"528009MB",528009,"M","B",100
1519,"528010MB",528010,"M","B",100
1520,"528011UA",528011,"U","A",100
1521,"528012UB",528012,"U","B",100
1522,"528013MC",528013,"M","C",100
1523,"528014LA",528014,"L","A",40
1524,"528014MB",528014,"M","B",60
1525,"529001MC",529001,"M","C",100
1526,"529002MD",529002,"M","D",100
1527,"529003MB",529003,"M","B",100
1528,"529004MC",529004,"M","C",100
1529,"529005MC",529005,"M","C",100
1530,"529006MC",529006,"M","C",100
1531,"529007MC",529007,"M","C",100
1532,"529008MC",529008,"M","C",100
1533,"529009MC",529009,"M","C",100
1534,"529010MC",529010,"M","C",100
1535,"530001IC",530001,"I","C",100
1536,"530002IC",530002,"I","C",100
1537,"530003HC",530003,"H","C",100
1538,"530004MC",530004,"M","C",100
1539,"530005HB",530005,"H","B",100
1540,"530006UB",530006,"U","B",100
1541,"530007HB",530007,"H","B",20
1542,"530007IC",530007,"I","C",80
1543,"531001MC",531001,"M","C",100
1544,"531002MB",531002,"M","B",100
1545,"531003MB",531003,"M","B",100
1546,"531004MC",531004,"M","C",100
1547,"531005MB",531005,"M","B",100
1548,"531006MC",531006,"M","C",100
1549,"531007MB",531007,"M","B",100
1550,"531008MB",531008,"M","B",100
1551,"531009MB",531009,"M","B",100
1552,"531010MB",531010,"M","B",100
1553,"531011MB",531011,"M","B",100
1554,"531012IB",531012,"I","B",100
1555,"531013MB",531013,"M","B",100
1556,"531014MB",531014,"M","B",100
1557,"531015MB",531015,"M","B",100
1558,"531016RB",531016,"R","B",100
1559,"531017IC",531017,"I","C",100
1560,"531018IB",531018,"I","B",100
1561,"531019UB",531019,"U","B",100
1562,"531020MB",531020,"M","B",100
1563,"531021MB",531021,"M","B",100
1564,"531022IC",531022,"I","C",100
1565,"532001UB",532001,"U","B",100
1566,"533001UB",533001,"U","B",100
1567,"534001LA",534001,"L","A",100
1568,"534002UA",534002,"U","A",100
1569,"534003LA",534003,"L","A",100
1570,"534004LA",534004,"L","A",100
1571,"534005LA",534005,"L","A",100
1572,"534006HC",534006,"H","C",100
1573,"534007HC",534007,"H","C",100
1574,"534008HC",534008,"H","C",80
1575,"534008LA",534008,"L","A",20
1576,"534009LA",534009,"L","A",100
1577,"534010LA",534010,"L","A",100
1578,"535001UB",535001,"U","B",100
1579,"536001UB",536001,"U","B",100
1580,"536002HC",536002,"H","C",20
1581,"536002UB",536002,"U","B",80
1582,"536003UB",536003,"U","B",100
1583,"536004UB",536004,"U","B",100
1584,"536005UB",536005,"U","B",100
1585,"536006HC",536006,"H","C",40
1586,"536006UA",536006,"U","A",60
1587,"536007HC",536007,"H","C",60
1588,"536007LA",536007,"L","A",40
1589,"536008UB",536008,"U","B",100
1590,"536009HC",536009,"H","C",40
1591,"536009UB",536009,"U","B",60
1592,"536010HC",536010,"H","C",30
1593,"536010UB",536010,"U","B",70
1594,"536011HC",536011,"H","C",60
1595,"536011UB",536011,"U","B",40
1596,"536012UB",536012,"U","B",100
1597,"536013UB",536013,"U","B",100
1598,"536014UA",536014,"U","A",100
1599,"536015UB",536015,"U","B",100
1600,"536016UB",536016,"U","B",100
1601,"537001UB",537001,"U","B",100
1602,"537002MB",537002,"M","B",100
1603,"537003MC",537003,"M","C",100
1604,"537004UB",537004,"U","B",100
1605,"537005UB",537005,"U","B",100
1606,"538001MC",538001,"M","C",100
1607,"539001UA",539001,"U","A",100
1608,"539002LA",539002,"L","A",70
1609,"539002UB",539002,"U","B",30
1610,"539003UB",539003,"U","B",100
1611,"539004LA",539004,"L","A",25
1612,"539004UB",539004,"U","B",75
1613,"539005LA",539005,"L","A",25
1614,"539005UB",539005,"U","B",75
1615,"539006IA",539006,"I","A",30
1616,"539006UB",539006,"U","B",70
1617,"539007UB",539007,"U","B",100
1618,"539008LA",539008,"L","A",35
1619,"539008MD",539008,"M","D",65
1620,"540001LA",540001,"L","A",70
1621,"540001LA",540001,"L","A",30
1622,"540002LA",540002,"L","A",100
1623,"540003UA",540003,"U","A",30
1624,"540003UB",540003,"U","B",70
1625,"540004MB",540004,"M","B",70
1626,"540004MB",540004,"M","B",30
1627,"540005LA",540005,"L","A",70
1628,"540005UB",540005,"U","B",30
1629,"540006LA",540006,"L","A",70
1630,"540006UB",540006,"U","B",30
1631,"540007LA",540007,"L","A",30
1632,"540007UA",540007,"U","A",70
1633,"540008IA",540008,"I","A",30
1634,"540008MB",540008,"M","B",70
1635,"540009LA",540009,"L","A",30
1636,"540009UA",540009,"U","A",70
1637,"540010LA",540010,"L","A",30
1638,"540010LA",540010,"L","A",70
1639,"540011LA",540011,"L","A",100
1640,"540012LA",540012,"L","A",100
1641,"540014UA",540014,"U","A",100
1642,"540015LA",540015,"L","A",30
1643,"540015UA",540015,"U","A",70
1644,"540016MB",540016,"M","B",70
1645,"540016MC",540016,"M","C",30
1646,"540017LA",540017,"L","A",70
1647,"540017LA",540017,"L","A",30
1648,"540018UA",540018,"U","A",100
1649,"540019LA",540019,"L","A",70
1650,"540019UA",540019,"U","A",30
1651,"540020LA",540020,"L","A",30
1652,"540020UA",540020,"U","A",70
1653,"540021UA",540021,"U","A",100
1654,"540022UB",540022,"U","B",100
1655,"540023LA",540023,"L","A",100
1656,"540024MB",540024,"M","B",100
1657,"540025UA",540025,"U","A",100
1658,"540027LA",540027,"L","A",100
1659,"540028UA",540028,"U","A",100
1660,"540029LA",540029,"L","A",70
1661,"540029MB",540029,"M","B",30
1662,"540030LA",540030,"L","A",100
1663,"540031LA",540031,"L","A",100
1664,"540032LA",540032,"L","A",100
1665,"540033UB",540033,"U","B",100
1666,"540034LA",540034,"L","A",100
1667,"540035LA",540035,"L","A",100
1668,"540036LA",540036,"L","A",100
1669,"540037LA",540037,"L","A",100
1670,"540038LA",540038,"L","A",100
1671,"540039LA",540039,"L","A",100
1672,"540040UA",540040,"U","A",100
1673,"540041UA",540041,"U","A",100
1674,"540042UA",540042,"U","A",100
1675,"540043UB",540043,"U","B",100
1676,"540044UA",540044,"U","A",100
1677,"540045UA",540045,"U","A",100
1678,"540046LA",540046,"L","A",100
1679,"540047UA",540047,"U","A",100
1680,"540048UA",540048,"U","A",100
1681,"540049UA",540049,"U","A",100
1682,"540050LA",540050,"L","A",100
1683,"540051LA",540051,"L","A",100
1684,"540052LA",540052,"L","A",100
1685,"540053IB",540053,"I","B",100
1686,"540054UA",540054,"U","A",100
1687,"540055LA",540055,"L","A",100
1688,"540056LA",540056,"L","A",100
1689,"540057LA",540057,"L","A",100
1690,"540058LA",540058,"L","A",100
1691,"540059LA",540059,"L","A",100
1692,"540060LA",540060,"L","A",100
1693,"540061UB",540061,"U","B",100
1694,"540062LA",540062,"L","A",100
1695,"540063LA",540063,"L","A",100
1696,"540064LA",540064,"L","A",100
1697,"540065UA",540065,"U","A",100
1698,"540066UA",540066,"U","A",100
1699,"540067LA",540067,"L","A",100
1700,"540068UA",540068,"U","A",100
1701,"540069LA",540069,"L","A",100
1702,"540070LA",540070,"L","A",100
1703,"540071LA",540071,"L","A",100
1704,"540072UA",540072,"U","A",100
1705,"540073UA",540073,"U","A",100
1706,"540074UA",540074,"U","A",100
1707,"540075UA",540075,"U","A",100
1708,"540076LA",540076,"L","A",100
1709,"540077LA",540077,"L","A",100
1710,"540078LA",540078,"L","A",100
1711,"540079LA",540079,"L","A",100
1712,"540080UB",540080,"U","B",100
1713,"540081LA",540081,"L","A",100
1714,"540082UA",540082,"U","A",100
1715,"540083UA",540083,"U","A",100
1716,"540084MB",540084,"M","B",100
1717,"540085UA",540085,"U","A",100
1718,"540086TA",540086,"T","A",100
1719,"540087LA",540087,"L","A",100
1720,"540088MB",540088,"M","B",100
1721,"540089IB",540089,"I","B",30
1722,"540089LA",540089,"L","A",70
1723,"540090HC",540090,"H","C",70
1724,"540090IB",540090,"I","B",30
1725,"540091LA",540091,"L","A",100
1726,"540092UA",540092,"U","A",100
1727,"540093UA",540093,"U","A",100
1728,"540094MB",540094,"M","B",100
1729,"540095UA",540095,"U","A",100
1730,"540096UA",540096,"U","A",100
1731,"540097UA",540097,"U","A",100
1732,"540098LA",540098,"L","A",100
1733,"540099UA",540099,"U","A",100
1734,"540100LA",540100,"L","A",100
1735,"540101UA",540101,"U","A",100
1736,"540102MB",540102,"M","B",100
1737,"540103UA",540103,"U","A",100
1738,"540104UA",540104,"U","A",100
1739,"540105UA",540105,"U","A",100
1740,"540106LA",540106,"L","A",100
1741,"540107UB",540107,"U","B",100
1742,"540109UA",540109,"U","A",100
1743,"540110LA",540110,"L","A",30
1744,"540110LA",540110,"L","A",70
1745,"540111LA",540111,"L","A",100
1746,"540112MC",540112,"M","C",100
1747,"540113UA",540113,"U","A",100
1748,"540114UB",540114,"U","B",100
1749,"540115LA",540115,"L","A",70
1750,"540115UA",540115,"U","A",30
1751,"540116LA",540116,"L","A",100
1752,"541001MB",541001,"M","B",30
1753,"541001MB",541001,"M","B",70
1754,"541002LA",541002,"L","A",30
1755,"541002MB",541002,"M","B",70
1756,"541003LA",541003,"L","A",70
1757,"541003LA",541003,"L","A",30
1758,"541004LA",541004,"L","A",35
1759,"541004UB",541004,"U","B",65
1760,"541005LA",541005,"L","A",100
1761,"541006LA",541006,"L","A",100
1762,"541007LA",541007,"L","A",70
1763,"541007UB",541007,"U","B",30
1764,"541008LA",541008,"L","A",30
1765,"541008LA",541008,"L","A",70
1766,"541009LA",541009,"L","A",70
1767,"541009UB",541009,"U","B",30
1768,"541010LA",541010,"L","A",30
1769,"541010LA",541010,"L","A",70
1770,"541011IA",541011,"I","A",30
1771,"541011LA",541011,"L","A",70
1772,"541012LA",541012,"L","A",70
1773,"541012UB",541012,"U","B",30
1774,"541013LA",541013,"L","A",100
1775,"541014LA",541014,"L","A",70
1776,"541014UB",541014,"U","B",30
1777,"541015LA",541015,"L","A",30
1778,"541015UB",541015,"U","B",70
1779,"541016IA",541016,"I","A",30
1780,"541016LA",541016,"L","A",70
1781,"541017UA",541017,"U","A",70
1782,"541017UB",541017,"U","B",30
1783,"541018IA",541018,"I","A",30
1784,"541018LA",541018,"L","A",70
1785,"541019MC",541019,"M","C",30
1786,"541019UA",541019,"U","A",70
1787,"541020LA",541020,"L","A",70
1788,"541020UA",541020,"U","A",30
1789,"541021IB",541021,"I","B",100
1790,"541023IA",541023,"I","A",100
1791,"541024UB",541024,"U","B",100
1792,"541025LA",541025,"L","A",30
1793,"541025LA",541025,"L","A",70
1794,"541026LA",541026,"L","A",70
1795,"541026UA",541026,"U","A",30
1796,"541027IB",541027,"I","B",100
1797,"541028UB",541028,"U","B",70
1798,"541028UB",541028,"U","B",30
1799,"541029MC",541029,"M","C",30
1800,"541029UB",541029,"U","B",70
1801,"541030LA",541030,"L","A",35
1802,"541030UA",541030,"U","A",65
1803,"541031LA",541031,"L","A",70
1804,"541031LA",541031,"L","A",30
1805,"541032UB",541032,"U","B",30
1806,"541032UB",541032,"U","B",70
1807,"541033LA",541033,"L","A",70
1808,"541033UA",541033,"U","A",30
1809,"541034MB",541034,"M","B",30
1810,"541034RC",541034,"R","C",70
1811,"541035IB",541035,"I","B",30
1812,"541035MB",541035,"M","B",70
1813,"541036IB",541036,"I","B",30
1814,"541036UB",541036,"U","B",70
1815,"541037UB",541037,"U","B",70
1816,"541037UB",541037,"U","B",30
1817,"541038LA",541038,"L","A",70
1818,"541038UA",541038,"U","A",30
1819,"541039UB",541039,"U","B",70
1820,"541039UB",541039,"U","B",30
1821,"541040IA",541040,"I","A",70
1822,"541040LA",541040,"L","A",30
1823,"541041UA",541041,"U","A",30
1824,"541041UA",541041,"U","A",70
1825,"541042LA",541042,"L","A",30
1826,"541042LA",541042,"L","A",70
1827,"541043LA",541043,"L","A",70
1828,"541043LA",541043,"L","A",30
1829,"541044IA",541044,"I","A",65
1830,"541044LA",541044,"L","A",25
1831,"541044UB",541044,"U","B",10
1832,"541045LA",541045,"L","A",44
1833,"541045UA",541045,"U","A",56
1834,"541046IB",541046,"I","B",70
1835,"541046IC",541046,"I","C",30
1836,"541047LA",541047,"L","A",70
1837,"541047UA",541047,"U","A",30
1838,"541048LA",541048,"L","A",70
1839,"541048UA",541048,"U","A",30
1840,"541049LA",541049,"L","A",70
1841,"541049LA",541049,"L","A",30
1842,"541050LA",541050,"L","A",70
1843,"541050LA",541050,"L","A",30
1844,"541051LA",541051,"L","A",100
1845,"541052LA",541052,"L","A",100
1846,"541053LA",541053,"L","A",100
1847,"541054MB",541054,"M","B",100
1848,"541055UB",541055,"U","B",100
1849,"541056UA",541056,"U","A",100
1850,"541057LA",541057,"L","A",68
1851,"541057MB",541057,"M","B",32
1852,"541058LA",541058,"L","A",70
1853,"541058MB",541058,"M","B",30
1854,"541059LA",541059,"L","A",30
1855,"541059MB",541059,"M","B",70
1856,"541060LA",541060,"L","A",30
1857,"541060LA",541060,"L","A",70
1858,"541061RB",541061,"R","B",100
1859,"541062LA",541062,"L","A",100
1860,"541063LA",541063,"L","A",100
1861,"541064RC",541064,"R","C",100
1862,"541065IB",541065,"I","B",100
1863,"541066LA",541066,"L","A",70
1864,"541066MB",541066,"M","B",30
1865,"541067IB",541067,"I","B",70
1866,"541067IB",541067,"I","B",30
1867,"541068UA",541068,"U","A",100
1868,"541069MB",541069,"M","B",100
1869,"542001HC",542001,"H","C",20
1870,"542001LA",542001,"L","A",60
1871,"542001UA",542001,"U","A",20
1872,"542002HB",542002,"H","B",60
1873,"542002UA",542002,"U","A",40
1874,"542003HB",542003,"H","B",30
1875,"542003UA",542003,"U","A",70
1876,"542004HB",542004,"H","B",25
1877,"542004UA",542004,"U","A",75
1878,"543001LA",543001,"L","A",100
1879,"543002LA",543002,"L","A",100
1880,"543003UA",543003,"U","A",100
1881,"543004MB",543004,"M","B",100
1882,"543005LA",543005,"L","A",30
1883,"543005UA",543005,"U","A",70
1884,"543006LA",543006,"L","A",100
1885,"543007LA",543007,"L","A",100
1886,"543008UA",543008,"U","A",100
1887,"543009LA",543009,"L","A",70
1888,"543009UB",543009,"U","B",30
1889,"543010LA",543010,"L","A",50
1890,"543010UA",543010,"U","A",50
1891,"543011LA",543011,"L","A",100
1892,"543012LA",543012,"L","A",80
1893,"543012UA",543012,"U","A",20
1894,"544001LA",544001,"L","A",40
1895,"544001UA",544001,"U","A",60
1896,"544002LA",544002,"L","A",30
1897,"544002UA",544002,"U","A",70
1898,"544003LA",544003,"L","A",80
1899,"544003UB",544003,"U","B",20
1900,"544004UA",544004,"U","A",100
1901,"544005LA",544005,"L","A",100
1902,"544006HB",544006,"H","B",100
1903,"544007UA",544007,"U","A",100
1904,"544008LA",544008,"L","A",40
1905,"544008UA",544008,"U","A",60
1906,"544009LA",544009,"L","A",20
1907,"544009UB",544009,"U","B",80
1908,"544010UA",544010,"U","A",100
1909,"544011LA",544011,"L","A",60
1910,"544011UB",544011,"U","B",40
1911,"544012UB",544012,"U","B",100
1912,"545001UB",545001,"U","B",100
1913,"545002UB",545002,"U","B",100
1914,"545003UA",545003,"U","A",100
1915,"545004MB",545004,"M","B",25
1916,"545004UA",545004,"U","A",75
1917,"545005LA",545005,"L","A",50
1918,"545005UA",545005,"U","A",50
1919,"545006LA",545006,"L","A",70
1920,"545006UA",545006,"U","A",30
1921,"546001LA",546001,"L","A",50
1922,"546001UA",546001,"U","A",50
1923,"546002LA",546002,"L","A",60
1924,"546002UA",546002,"U","A",40
1925,"546003LA",546003,"L","A",100
1926,"546004MB",546004,"M","B",6
1927,"546004UA",546004,"U","A",72
1928,"546004UB",546004,"U","B",22
1929,"546005UA",546005,"U","A",100
1930,"546006UA",546006,"U","A",100
1931,"546007UA",546007,"U","A",100
1932,"547001HB",547001,"H","B",60
1933,"547001UA",547001,"U","A",40
1934,"547002LA",547002,"L","A",30
1935,"547002UA",547002,"U","A",70
1936,"547003LA",547003,"L","A",40
1937,"547003UA",547003,"U","A",60
1938,"547004UA",547004,"U","A",100
1939,"547005UA",547005,"U","A",100
1940,"547006LA",547006,"L","A",30
1941,"547006UA",547006,"U","A",70
1942,"547007LA",547007,"L","A",50
1943,"547007UA",547007,"U","A",50
1944,"547008LA",547008,"L","A",30
1945,"547008UA",547008,"U","A",70
1946,"547009HB",547009,"H","B",100
1947,"547010UA",547010,"U","A",100
1948,"547011UA",547011,"U","A",100
1949,"548001LA",548001,"L","A",100
1950,"549001UA",549001,"U","A",100
1951,"549002HB",549002,"H","B",100
1952,"549003UA",549003,"U","A",100
1953,"549004HB",549004,"H","B",100
1954,"550001MB",550001,"M","B",100
1955,"550003LA",550003,"L","A",100
1956,"550004LA",550004,"L","A",100
1957,"550006LA",550006,"L","A",100
1958,"550008UA",550008,"U","A",100
1959,"550010UA",550010,"U","A",100
1960,"550012UA",550012,"U","A",100
1961,"550014UA",550014,"U","A",100
1962,"550015UA",550015,"U","A",100
1963,"550016UB",550016,"U","B",100
1964,"550017UA",550017,"U","A",100
1965,"550018UA",550018,"U","A",100
1966,"550019UA",550019,"U","A",100
1967,"550021UA",550021,"U","A",100
1968,"550025UB",550025,"U","B",100
1969,"550026RC",550026,"R","C",50
1970,"550026UB",550026,"U","B",50
1971,"550027UB",550027,"U","B",100
1972,"550028UB",550028,"U","B",100
1973,"551001UB",551001,"U","B",100
1974,"551002HD",551002,"H","D",70
1975,"551002UB",551002,"U","B",30
1976,"551005UB",551005,"U","B",100
1977,"551007HB",551007,"H","B",100
1978,"551008RC",551008,"R","C",100
1979,"551009UB",551009,"U","B",100
1980,"551010UB",551010,"U","B",100
1981,"551011UB",551011,"U","B",100
1982,"551012UB",551012,"U","B",100
1983,"551013UB",551013,"U","B",100
1984,"551014HC",551014,"H","C",100
1985,"551015UB",551015,"U","B",100
1986,"551016HD",551016,"H","D",100
1987,"551017UB",551017,"U","B",100
1988,"551018UB",551018,"U","B",100
1989,"551019UB",551019,"U","B",100
1990,"551020UB",551020,"U","B",100
1991,"551021HC",551021,"H","C",100
1992,"551022HC",551022,"H","C",100
1993,"551023HC",551023,"H","C",100
1994,"551024LA",551024,"L","A",100
1995,"551025UB",551025,"U","B",100
1996,"551026UB",551026,"U","B",100
1997,"551027UB",551027,"U","B",100
1998,"551028UB",551028,"U","B",100
1999,"551029HD",551029,"H","D",100
2000,"552001HB",552001,"H","B",100
2001,"552002HC",552002,"H","C",100
2002,"552003HB",552003,"H","B",100
2003,"552004HB",552004,"H","B",100
2004,"552005UA",552005,"U","A",100
2005,"552006HB",552006,"H","B",100
2006,"552007HB",552007,"H","B",100
2007,"552008HB",552008,"H","B",100
2008,"552009UB",552009,"U","B",100
2009,"552010HB",552010,"H","B",100
2010,"552011MB",552011,"M","B",100
2011,"552012MB",552012,"M","B",100
2012,"553001HB",553001,"H","B",100
2013,"553002UA",553002,"U","A",100
2014,"553003MB",553003,"M","B",100
2015,"553004UB",553004,"U","B",100
2016,"553005UB",553005,"U","B",100
2017,"553006UB",553006,"U","B",100
2018,"553007HC",553007,"H","C",100
2019,"553008MC",553008,"M","C",40
2020,"553008UB",553008,"U","B",60
2021,"553009MB",553009,"M","B",100
2022,"553010UB",553010,"U","B",100
2023,"553011UB",553011,"U","B",100
2024,"553012HC",553012,"H","C",100
2025,"553013UB",553013,"U","B",100
2026,"553014UB",553014,"U","B",100
2027,"553015HC",553015,"H","C",100
2028,"553016HC",553016,"H","C",100
2029,"553017HC",553017,"H","C",100
2030,"553018UA",553018,"U","A",100
2031,"553019HC",553019,"H","C",100
2032,"553020HB",553020,"H","B",100
2033,"553021HC",553021,"H","C",100
2034,"553022HC",553022,"H","C",100
2035,"553023UB",553023,"U","B",100
2036,"553024HD",553024,"H","D",100
2037,"553025UB",553025,"U","B",100
2038,"553026MB",553026,"M","B",100
2039,"553027UB",553027,"U","B",100
2040,"553028UB",553028,"U","B",100
2041,"554001MB",554001,"M","B",100
2042,"554002UB",554002,"U","B",100
2043,"555001MB",555001,"M","B",100
2044,"555002UA",555002,"U","A",100
2045,"555003UA",555003,"U","A",100
2046,"555004UB",555004,"U","B",100
2047,"555005LA",555005,"L","A",100
2048,"555006UA",555006,"U","A",100
2049,"555007UA",555007,"U","A",100
2050,"555008UB",555008,"U","B",100
2051,"555009MB",555009,"M","B",100
2052,"555010MB",555010,"M","B",100
2053,"555011UA",555011,"U","A",100
2054,"555012HB",555012,"H","B",100
2055,"555013HB",555013,"H","B",100
2056,"555014UA",555014,"U","A",100
2057,"555015UA",555015,"U","A",100
2058,"555016UA",555016,"U","A",100
2059,"555017UA",555017,"U","A",100
2060,"556001MD",556001,"M","D",100
2061,"556002HC",556002,"H","C",100
2062,"556003HD",556003,"H","D",100
2063,"556004UB",556004,"U","B",100
2064,"556005MB",556005,"M","B",100
2065,"556006UB",556006,"U","B",100
2066,"556007HC",556007,"H","C",100
2067,"556008MB",556008,"M","B",100
2068,"556009HD",556009,"H","D",100
2069,"556010HC",556010,"H","C",100
2070,"556011MB",556011,"M","B",100
2071,"556012UB",556012,"U","B",100
2072,"556013HB",556013,"H","B",100
2073,"556014HC",556014,"H","C",100
2074,"556015MB",556015,"M","B",100
2075,"556016UB",556016,"U","B",100
2076,"557001UB",557001,"U","B",100
2077,"557002UB",557002,"U","B",100
2078,"557003UA",557003,"U","A",100
2079,"557004UB",557004,"U","B",100
2080,"557005UB",557005,"U","B",100
2081,"557006MB",557006,"M","B",100
2082,"557007UB",557007,"U","B",100
2083,"557008UB",557008,"U","B",100
2084,"557009UB",557009,"U","B",100
2085,"558001HD",558001,"H","D",100
2086,"558002MC",558002,"M","C",100
2087,"558003UB",558003,"U","B",100
2088,"558004MC",558004,"M","C",100
2089,"558005UB",558005,"U","B",100
2090,"558006MB",558006,"M","B",100
2091,"558007MC",558007,"M","C",100
2092,"558008MC",558008,"M","C",100
2093,"558009UA",558009,"U","A",100
2094,"558010LA",558010,"L","A",100
2095,"558011LA",558011,"L","A",100
2096,"559001LA",559001,"L","A",100
2097,"560001UB",560001,"U","B",100
2098,"560002HC",560002,"H","C",100
2099,"560003MB",560003,"M","B",100
2100,"560004UB",560004,"U","B",100
2101,"560005UB",560005,"U","B",100
2102,"560006UB",560006,"U","B",100
2103,"560007UA",560007,"U","A",100
2104,"561001UB",561001,"U","B",100
2105,"561002UB",561002,"U","B",100
2106,"562001UB",562001,"U","B",100
2107,"562002HC",562002,"H","C",100
2108,"562003UB",562003,"U","B",100
2109,"563001UB",563001,"U","B",100
2110,"564001UB",564001,"U","B",100
2111,"564002MC",564002,"M","C",100
2112,"564003UB",564003,"U","B",100
2113,"564004UB",564004,"U","B",100
2114,"564005HC",564005,"H","C",100
2115,"564006MB",564006,"M","B",100
2116,"564007MB",564007,"M","B",100
2117,"564008MB",564008,"M","B",100
2118,"564009HC",564009,"H","C",100
2119,"564010UB",564010,"U","B",100
2120,"564011HB",564011,"H","B",100
2121,"564012MB",564012,"M","B",100
2122,"564013LA",564013,"L","A",100
2123,"565001UB",565001,"U","B",100
2124,"565002UB",565002,"U","B",100
2125,"565003LA",565003,"L","A",100
2126,"565004UB",565004,"U","B",100
2127,"565005UB",565005,"U","B",100
2128,"565006UB",565006,"U","B",100
2129,"565007UB",565007,"U","B",100
2130,"565008UB",565008,"U","B",100
2131,"565009UB",565009,"U","B",100
2132,"565010UB",565010,"U","B",100
2133,"565011UB",565011,"U","B",100
2134,"565012UB",565012,"U","B",100
2135,"565013UB",565013,"U","B",100
2136,"565014UB",565014,"U","B",100
2137,"565015UB",565015,"U","B",100
2138,"565016UB",565016,"U","B",100
2139,"565017UA",565017,"U","A",100
2140,"565018UB",565018,"U","B",100
2141,"565019UA",565019,"U","A",100
2142,"565020UB",565020,"U","B",100
2143,"565021LA",565021,"L","A",100
2144,"565022UB",565022,"U","B",100
2145,"565023UA",565023,"U","A",100
2146,"565024LA",565024,"L","A",100
2147,"565025UB",565025,"U","B",100
2148,"566001UA",566001,"U","A",100
2149,"566002LA",566002,"L","A",100
2150,"566003LA",566003,"L","A",100
2151,"566004LA",566004,"L","A",100
2152,"567001UB",567001,"U","B",100
2153,"567002MB",567002,"M","B",100
2154,"567003UB",567003,"U","B",100
2155,"567004UB",567004,"U","B",100
2156,"567005UB",567005,"U","B",100
